"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,3,1,3,3,1,4,4,3,3,2,4,3
"2",3,3,4,4,2,2,1,4,1,2,4,2,2
"3",1,4,4,2,2,1,3,3,3,1,3,1,1
"4",4,4,2,4,1,4,3,2,2,2,3,4,2
"5",2,2,4,1,2,3,4,1,1,3,2,4,1
"6",1,2,3,4,1,1,1,1,4,4,3,3,3
"7",1,1,1,3,4,3,3,1,2,2,4,1,3
"8",2,4,3,2,4,3,1,3,4,3,4,4,4
"9",2,3,1,1,1,2,3,2,4,2,1,2,4
"10",3,1,3,4,2,3,4,3,2,1,1,3,4
"11",4,2,2,2,3,1,1,2,1,1,2,1,4
"12",4,1,3,1,4,2,4,2,3,4,3,2,2
"13",1,3,2,3,4,2,2,3,1,4,1,3,1
"14",3,1,2,3,1,4,2,4,4,3,2,1,1
"15",2,2,1,1,3,4,2,4,3,1,4,3,2
"16",3,4,4,2,3,4,2,1,2,4,1,2,3
