"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",6,3,7,11,8,11,4,8,11,24,7,2,6,14,2,12,3,10,17,7,1
"2",19,15,4,16,4,4,10,19,19,6,21,22,12,22,8,15,4,20,20,4,17
"3",9,20,2,9,11,7,21,6,20,20,20,6,5,11,23,17,12,19,7,21,21
"4",21,7,5,6,10,20,16,10,6,16,18,24,22,8,6,3,6,7,5,18,15
"5",11,10,17,2,18,24,11,3,24,22,23,16,15,16,17,7,8,23,25,10,8
"6",25,2,11,25,25,13,13,2,16,1,25,13,11,13,1,25,14,14,10,25,9
"7",5,8,19,18,22,16,20,11,18,4,8,21,8,5,22,8,5,9,8,5,18
"8",12,12,24,13,13,2,23,24,21,10,19,1,13,12,3,2,25,8,3,9,7
"9",20,16,15,15,5,17,19,12,9,17,22,5,19,4,24,22,15,4,21,3,5
"10",18,11,10,7,16,25,2,22,25,2,14,8,1,2,11,14,13,2,16,14,24
"11",14,14,3,19,20,21,5,23,7,21,10,23,10,10,18,20,21,18,4,8,6
"12",24,1,14,4,3,5,25,16,14,15,2,19,2,3,15,11,20,24,13,12,11
"13",17,24,22,17,7,22,17,5,2,5,12,9,4,21,10,9,10,21,6,13,3
"14",22,23,16,10,23,3,7,17,5,12,11,7,9,9,20,4,2,12,24,24,12
"15",1,25,8,24,15,10,1,7,13,11,16,12,24,1,12,1,17,25,12,2,13
"16",8,5,25,8,14,8,3,13,10,3,17,25,21,25,25,16,16,16,14,19,4
"17",23,19,20,5,24,15,12,14,15,25,9,4,23,24,7,13,19,17,9,6,23
"18",2,17,12,1,1,18,14,25,17,9,6,11,25,15,16,24,1,13,2,16,10
"19",15,9,13,12,12,1,8,1,1,13,1,15,16,18,19,18,11,1,1,1,25
"20",4,13,18,20,2,14,9,20,8,23,24,14,3,23,14,5,18,5,11,23,19
"21",3,18,6,3,21,12,24,9,3,8,15,17,7,19,9,21,23,6,22,11,14
"22",10,22,23,14,6,19,6,4,22,14,4,20,14,6,4,19,22,11,19,22,16
"23",13,4,1,23,9,23,15,15,12,7,5,3,17,17,21,6,24,15,23,17,20
"24",16,21,9,22,19,9,22,18,23,19,3,18,20,20,13,10,9,3,15,20,2
"25",7,6,21,21,17,6,18,21,4,18,13,10,18,7,5,23,7,22,18,15,22
