"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",24,19,24,18,6,13,7,9
"2",20,25,17,21,19,7,19,13
"3",15,22,22,10,8,23,12,23
"4",16,11,11,15,1,6,3,2
"5",17,5,13,17,17,25,24,17
"6",1,16,19,22,14,19,14,3
"7",25,1,7,9,15,8,13,22
"8",4,3,23,14,20,15,2,14
"9",8,13,25,7,12,5,25,12
"10",3,10,9,19,7,12,22,24
"11",19,14,2,5,2,20,18,15
"12",9,24,8,8,16,24,5,7
"13",5,8,3,3,18,4,11,10
"14",2,23,14,4,4,9,9,16
"15",11,4,4,20,9,16,8,4
"16",10,15,15,12,22,1,6,25
"17",7,2,16,11,5,21,20,8
"18",22,21,6,13,10,2,21,6
"19",6,20,5,16,24,17,17,21
"20",18,6,21,6,25,11,15,5
"21",12,7,20,24,3,3,16,19
"22",13,18,12,1,21,14,23,1
"23",21,9,18,2,11,18,4,20
"24",23,12,10,25,23,22,10,11
"25",14,17,1,23,13,10,1,18
