"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",14,5,6,3,2,19,2,18,12,6,5,16,14,5
"2",13,25,1,1,25,12,16,1,1,16,8,14,12,13
"3",11,12,11,25,23,20,13,23,8,2,16,25,10,22
"4",23,21,8,10,17,7,19,20,19,7,3,22,8,10
"5",12,13,23,24,6,6,6,7,23,17,4,5,11,8
"6",1,9,16,11,13,14,23,25,9,25,6,11,7,1
"7",9,1,12,7,12,1,14,3,25,1,10,13,25,12
"8",18,7,17,9,7,16,25,4,16,4,17,1,9,18
"9",15,2,21,20,11,5,20,19,2,20,24,17,13,16
"10",10,20,10,5,16,21,21,12,22,22,23,7,15,24
"11",17,15,3,16,4,2,22,13,6,10,7,9,3,23
"12",2,19,18,12,10,24,8,5,5,9,2,21,16,17
"13",3,8,5,22,20,8,18,6,11,8,21,6,17,6
"14",16,16,20,19,22,23,24,14,21,12,9,18,23,4
"15",22,4,24,6,19,22,11,11,4,14,14,8,2,7
"16",20,6,14,14,24,10,10,17,15,23,1,4,22,20
"17",5,3,4,17,18,15,4,9,20,19,11,20,4,19
"18",4,11,25,2,3,9,17,16,17,15,15,23,20,21
"19",7,22,7,18,5,17,12,21,3,18,13,2,24,9
"20",24,10,2,13,9,25,7,24,24,13,22,10,18,14
"21",8,17,19,4,21,3,3,22,13,11,19,3,6,15
"22",6,24,15,15,8,11,9,15,18,3,25,15,1,3
"23",19,14,9,8,14,4,5,8,7,21,18,24,21,2
"24",25,23,22,21,15,13,1,10,10,5,12,12,19,25
"25",21,18,13,23,1,18,15,2,14,24,20,19,5,11
