"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",8,20,20,14,13,24,16,9,2,2,18,2
"2",20,5,16,2,17,2,7,11,14,22,16,3
"3",15,22,22,18,18,21,23,8,12,23,5,17
"4",9,16,3,21,16,1,17,18,15,7,2,20
"5",24,1,21,6,9,12,13,14,3,10,3,21
"6",5,6,15,23,11,17,19,25,8,20,12,24
"7",6,25,14,1,7,16,1,16,13,8,24,15
"8",13,21,5,5,10,7,15,7,23,21,19,23
"9",10,17,18,4,24,22,11,24,22,13,7,6
"10",3,13,24,10,19,14,6,2,17,5,13,25
"11",1,10,19,15,2,3,25,13,25,11,15,12
"12",21,11,6,16,23,23,3,17,5,12,17,22
"13",18,9,13,20,12,15,2,3,24,16,1,5
"14",23,24,10,24,22,8,10,12,20,1,11,13
"15",4,2,4,19,21,11,14,6,9,9,23,7
"16",22,14,7,3,3,18,20,5,11,6,6,9
"17",11,8,12,7,25,5,21,1,1,17,10,14
"18",12,12,9,25,1,19,12,15,16,25,20,1
"19",25,15,25,13,20,10,18,19,18,19,25,10
"20",19,23,1,11,8,13,24,23,7,15,14,4
"21",17,18,17,22,4,4,9,4,6,14,22,19
"22",2,19,8,9,14,9,5,20,4,24,4,11
"23",14,7,23,17,6,6,4,22,10,4,9,8
"24",16,4,11,8,15,20,22,21,21,3,21,18
"25",7,3,2,12,5,25,8,10,19,18,8,16
