"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",19,12,10,25,25,23,17,17,12,8,9,9,15,20,5,3,1,7
"2",18,7,20,21,8,11,23,22,21,5,7,23,6,10,15,19,5,15
"3",7,15,23,18,22,7,4,19,14,18,20,19,2,17,3,10,11,23
"4",23,1,2,12,12,2,12,25,25,14,13,3,18,13,10,1,13,25
"5",4,2,22,19,10,18,13,3,15,23,11,22,12,15,22,2,20,6
"6",21,21,24,9,7,21,16,2,16,9,17,6,10,9,6,17,18,24
"7",12,9,13,14,14,16,1,6,18,1,1,1,7,1,1,11,12,2
"8",11,16,21,5,13,19,25,23,7,17,18,2,20,18,21,16,9,3
"9",5,5,9,2,17,20,10,10,24,10,23,21,13,23,7,21,8,16
"10",13,6,4,23,2,24,3,14,9,13,19,4,4,16,20,23,19,13
"11",8,14,3,17,21,22,24,11,19,11,4,16,23,8,19,12,24,22
"12",20,8,8,7,24,8,18,18,17,24,24,13,8,3,25,14,17,8
"13",9,20,17,22,19,3,9,8,23,22,15,5,16,7,18,22,3,12
"14",3,19,7,11,9,17,8,20,5,3,16,14,9,6,23,4,4,20
"15",1,3,25,10,23,9,7,15,2,7,5,8,25,12,12,18,16,11
"16",25,17,1,13,20,13,14,1,1,15,12,20,1,11,13,25,7,1
"17",15,4,15,16,3,14,22,9,3,21,22,11,22,4,4,8,6,17
"18",6,13,14,4,1,1,15,21,11,12,10,18,14,5,2,24,25,5
"19",22,24,19,1,16,25,5,13,10,19,8,25,17,2,14,6,14,14
"20",10,25,6,24,11,5,19,5,8,2,25,24,19,14,9,13,15,10
"21",16,23,12,20,15,15,11,24,4,25,2,12,11,25,8,20,22,19
"22",2,22,5,8,4,10,21,12,20,20,6,7,5,21,11,7,10,9
"23",24,18,16,15,5,12,6,16,22,6,21,15,24,24,16,9,21,4
"24",17,11,11,6,6,6,2,4,13,16,3,17,21,19,24,15,2,21
"25",14,10,18,3,18,4,20,7,6,4,14,10,3,22,17,5,23,18
