"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,12,1,25,3,15,11,7,10,9
"2",6,19,22,8,14,17,5,8,24,7
"3",7,21,5,2,23,13,22,13,14,2
"4",15,8,17,11,7,24,2,11,6,1
"5",22,3,21,23,5,18,7,14,15,19
"6",8,10,23,14,9,8,21,2,1,17
"7",14,6,4,19,25,21,14,10,23,16
"8",16,20,8,22,13,3,25,9,9,21
"9",20,13,12,12,1,14,23,18,25,25
"10",25,11,25,1,11,10,10,22,11,10
"11",9,9,11,21,19,4,8,21,21,3
"12",19,25,13,20,16,11,1,1,16,11
"13",13,15,20,24,22,16,20,24,5,6
"14",3,2,15,10,15,22,24,23,17,14
"15",18,23,9,4,4,20,15,20,2,13
"16",12,17,3,7,8,7,3,25,18,18
"17",21,4,2,9,17,6,18,16,7,8
"18",17,7,19,3,21,9,16,6,20,22
"19",24,16,7,16,10,23,19,5,19,4
"20",11,1,14,6,2,2,13,4,13,5
"21",2,14,10,5,20,19,9,3,8,20
"22",1,22,18,18,6,5,17,15,22,12
"23",5,5,6,17,12,12,4,19,4,23
"24",23,18,16,13,24,1,6,12,3,15
"25",10,24,24,15,18,25,12,17,12,24
