"","V1","V2","V3","V4","V5"
"1",3,18,2,3,12
"2",7,5,8,6,24
"3",21,6,20,9,2
"4",16,7,1,20,13
"5",18,15,17,24,6
"6",8,24,18,5,4
"7",17,9,24,4,19
"8",19,25,9,12,14
"9",6,16,25,13,8
"10",25,13,6,7,7
"11",4,2,22,17,15
"12",10,12,19,14,17
"13",12,19,21,21,25
"14",24,3,14,22,20
"15",15,21,13,8,22
"16",2,10,12,19,3
"17",13,4,15,1,10
"18",23,22,23,18,11
"19",9,8,10,25,9
"20",14,20,7,16,1
"21",5,23,5,23,18
"22",20,11,3,15,23
"23",22,17,11,2,16
"24",1,14,16,10,21
"25",11,1,4,11,5
