"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",2,3,19,4,12,16,10,14,16,17,25,3,11,5,2,8,20
"2",21,20,16,9,14,6,19,4,14,24,23,7,6,19,16,24,7
"3",25,15,18,23,25,19,7,16,10,6,24,19,13,17,24,9,9
"4",7,16,14,8,23,7,18,19,22,9,3,12,1,2,12,3,8
"5",14,1,25,24,10,1,25,13,11,19,12,14,16,11,18,1,1
"6",8,4,4,11,11,3,9,20,8,8,15,21,5,15,23,23,21
"7",1,21,10,21,7,15,23,25,17,2,14,4,9,23,17,11,13
"8",16,5,22,14,6,24,14,22,23,7,20,11,24,7,13,25,10
"9",4,12,7,1,19,17,6,11,25,15,13,15,20,25,19,21,2
"10",11,17,17,16,1,9,11,17,2,13,2,2,18,18,1,20,3
"11",5,22,21,20,18,22,13,9,3,16,10,10,3,8,21,17,23
"12",10,9,15,6,2,25,21,6,19,23,1,20,12,14,25,14,15
"13",24,18,9,10,13,18,24,12,12,3,5,18,15,3,3,22,25
"14",3,8,12,18,17,8,20,5,5,5,22,23,21,9,6,13,6
"15",9,14,6,25,4,14,1,1,9,21,19,13,8,1,9,19,11
"16",20,7,8,7,8,21,5,7,6,4,9,5,4,12,14,5,5
"17",6,19,20,13,9,12,4,2,13,10,6,25,25,21,15,2,19
"18",18,23,2,2,3,10,16,15,1,12,21,16,19,6,20,7,14
"19",15,24,3,15,15,20,8,21,20,25,11,24,10,10,4,10,4
"20",13,25,24,5,21,2,2,8,18,1,16,9,17,13,7,15,16
"21",19,6,23,3,20,13,15,24,4,18,7,22,7,22,8,16,12
"22",23,11,13,19,5,4,12,10,24,14,17,17,2,24,5,6,24
"23",22,10,11,17,16,5,3,23,15,20,4,6,22,4,22,12,17
"24",17,2,1,22,24,11,17,3,21,11,8,1,14,16,11,18,18
"25",12,13,5,12,22,23,22,18,7,22,18,8,23,20,10,4,22
