"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",13,24,2,8,17,19,21,17,11,23,15,18,12,17,25,9,23,22,14,1,21,21
"2",9,25,1,13,11,13,11,13,25,1,1,14,1,25,1,2,1,13,13,13,1,15
"3",20,8,16,12,23,24,7,15,20,18,14,15,25,24,11,23,2,23,22,19,20,13
"4",17,1,8,7,16,23,24,6,18,3,20,17,7,2,8,14,12,1,12,18,11,22
"5",10,7,14,5,21,3,3,16,7,5,7,6,3,4,15,7,21,20,18,20,16,16
"6",25,20,25,24,25,15,23,18,1,14,11,12,6,13,4,10,11,18,11,25,13,1
"7",14,3,12,21,6,5,20,9,14,22,9,5,9,20,20,18,5,21,6,22,6,19
"8",21,13,3,17,12,11,15,24,12,25,2,24,5,3,16,25,17,9,24,17,9,8
"9",19,18,10,2,3,1,6,19,19,19,19,11,4,21,14,11,14,2,5,9,18,5
"10",6,2,9,10,9,14,2,21,3,2,13,23,18,18,19,20,10,19,10,5,10,2
"11",2,12,6,3,2,10,22,3,6,16,10,16,22,16,9,3,9,10,21,23,17,10
"12",8,23,20,20,7,4,18,20,21,4,16,19,20,8,10,21,19,12,9,21,19,18
"13",22,14,13,14,24,8,14,10,5,6,21,20,24,22,24,5,18,6,2,16,3,14
"14",3,17,19,6,15,22,19,14,10,8,3,8,10,10,23,22,3,4,3,14,23,9
"15",16,21,21,9,19,2,4,7,9,17,8,21,14,12,5,19,7,5,19,4,5,20
"16",24,19,7,16,4,12,9,11,4,7,23,3,15,7,17,15,4,16,23,12,25,24
"17",12,10,23,1,5,20,10,12,8,24,25,13,16,6,2,17,25,17,8,15,2,7
"18",15,16,15,25,1,25,8,1,15,11,6,25,13,1,13,1,15,24,1,7,14,12
"19",11,22,11,19,13,21,1,5,22,12,12,2,17,15,21,12,24,3,20,24,8,3
"20",1,15,17,11,14,7,25,25,16,9,24,1,11,19,7,13,16,25,25,8,4,11
"21",5,9,18,23,10,17,13,2,2,15,18,10,2,23,12,24,20,8,15,3,15,25
"22",4,11,5,22,22,16,5,23,13,21,17,4,21,5,6,8,6,7,4,10,12,17
"23",18,5,4,15,20,6,16,4,17,10,4,9,19,14,3,16,22,15,7,2,24,6
"24",7,4,22,18,18,9,12,8,23,20,22,22,8,9,22,4,8,14,17,11,22,4
"25",23,6,24,4,8,18,17,22,24,13,5,7,23,11,18,6,13,11,16,6,7,23
