"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",10,25,13,10,2,14,4,21,7
"2",23,19,22,12,15,8,2,23,18
"3",18,2,17,5,7,18,8,19,21
"4",11,12,21,1,24,21,11,5,17
"5",14,21,3,7,17,24,21,18,10
"6",2,8,24,8,16,3,6,15,11
"7",7,13,12,15,19,1,23,20,24
"8",8,4,19,20,21,22,15,22,8
"9",21,7,1,9,23,13,16,14,23
"10",20,17,25,14,10,19,17,1,6
"11",12,6,23,17,1,12,20,9,20
"12",24,15,11,4,20,16,5,8,3
"13",25,11,10,21,3,20,24,16,14
"14",17,9,8,2,12,7,18,25,5
"15",16,23,15,19,13,25,7,11,25
"16",6,10,2,13,6,23,1,7,12
"17",9,18,7,6,4,5,14,3,22
"18",5,20,6,18,25,11,9,13,4
"19",4,22,18,3,8,10,25,12,15
"20",22,3,4,16,9,2,10,10,9
"21",1,16,5,23,11,17,13,24,19
"22",3,1,14,11,14,15,22,4,2
"23",19,24,16,22,22,4,19,6,13
"24",13,5,9,24,18,9,3,2,16
"25",15,14,20,25,5,6,12,17,1
