"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",20,16,15,2,16,2,5,24,22,9,11
"2",17,17,2,16,6,12,1,3,20,20,17
"3",24,9,22,12,2,24,4,13,14,6,7
"4",3,6,9,20,14,11,2,19,6,5,5
"5",15,1,12,25,25,23,9,21,18,13,15
"6",16,25,25,14,15,13,25,9,1,10,10
"7",4,13,24,21,5,15,11,17,25,12,23
"8",1,15,13,10,19,25,20,4,7,8,19
"9",12,3,14,18,1,1,17,12,8,25,18
"10",18,4,17,9,11,7,10,6,17,3,25
"11",8,11,1,15,22,3,24,14,15,1,14
"12",11,20,20,3,7,20,14,20,5,2,16
"13",7,23,16,23,12,22,7,7,16,23,8
"14",14,14,7,6,4,4,8,8,3,14,1
"15",22,22,6,24,10,9,18,16,10,7,22
"16",5,19,19,5,24,8,3,11,11,18,21
"17",6,2,4,1,8,16,15,1,12,11,9
"18",13,18,10,19,23,17,16,5,24,4,3
"19",21,7,8,4,13,21,23,10,23,17,20
"20",10,10,5,13,17,18,6,23,2,21,24
"21",25,21,3,8,21,14,12,18,13,24,6
"22",9,5,23,7,18,10,19,15,21,22,4
"23",19,12,18,17,9,19,22,25,9,19,2
"24",23,8,21,22,20,5,13,2,4,16,13
"25",2,24,11,11,3,6,21,22,19,15,12
