"","V1","V2","V3"
"1",24,5,9
"2",9,22,14
"3",20,23,6
"4",13,18,12
"5",16,14,21
"6",8,9,25
"7",11,11,18
"8",5,8,11
"9",14,3,23
"10",19,1,13
"11",17,10,1
"12",25,12,15
"13",4,20,2
"14",7,2,5
"15",15,25,10
"16",3,4,16
"17",10,15,7
"18",6,24,19
"19",2,17,22
"20",22,16,4
"21",18,19,17
"22",23,21,24
"23",12,6,3
"24",1,13,8
"25",21,7,20
