"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",25,1,25,25,12,13,14,25,8,23,24,17,13,13,2,25,13,3,10,12,25,19,13
"2",23,23,3,8,7,19,23,17,7,5,10,24,16,5,18,14,16,11,6,14,9,23,3
"3",17,7,17,19,4,21,24,5,17,16,18,8,20,9,3,16,7,19,23,19,11,7,4
"4",10,14,16,24,24,17,25,15,1,10,15,7,25,16,21,2,2,6,12,4,10,16,19
"5",13,10,19,13,1,10,12,12,25,1,25,13,18,12,25,7,25,24,15,1,18,25,7
"6",4,6,15,5,20,23,18,22,16,7,21,19,2,24,16,10,15,9,25,20,16,18,11
"7",2,11,2,15,6,14,22,14,12,18,6,5,7,10,24,24,24,4,17,18,19,11,23
"8",11,2,22,14,17,11,11,11,11,2,1,23,17,2,14,15,4,1,18,22,2,5,17
"9",9,16,21,11,19,3,20,18,4,15,3,10,10,17,6,20,21,20,21,9,3,20,5
"10",8,17,7,16,21,18,5,2,20,14,16,20,22,4,7,18,19,10,20,8,22,21,20
"11",7,12,5,9,8,1,13,24,22,9,20,12,24,15,9,23,3,14,2,24,4,15,18
"12",12,20,24,3,2,25,15,10,19,24,12,11,1,1,11,1,14,13,11,10,1,14,25
"13",20,8,4,21,3,7,8,16,9,11,14,22,9,23,10,9,18,15,24,5,5,4,22
"14",3,5,14,4,11,2,7,3,6,19,23,4,15,6,17,13,17,8,7,6,8,3,9
"15",14,3,12,12,9,20,6,4,5,6,7,6,3,20,12,19,6,23,4,11,17,24,21
"16",19,18,20,7,23,6,21,8,14,17,17,21,14,18,23,17,12,22,3,15,21,2,24
"17",22,22,11,18,18,9,2,19,15,20,22,3,4,7,22,12,5,17,19,16,7,22,15
"18",6,24,13,20,10,24,10,20,18,21,2,18,19,22,20,22,10,18,9,3,14,6,10
"19",5,25,10,22,13,8,16,7,2,4,19,16,6,8,4,3,20,21,8,23,15,9,14
"20",15,4,6,17,22,5,19,21,21,12,5,9,5,3,13,5,9,12,5,7,24,8,6
"21",21,15,18,6,14,22,3,23,10,8,4,2,23,11,8,6,22,16,14,17,20,1,16
"22",18,13,23,23,15,16,4,1,23,13,9,15,8,19,19,11,23,7,1,25,6,13,2
"23",24,21,8,2,16,12,17,6,24,3,13,1,11,25,5,21,11,2,16,2,12,10,12
"24",16,19,9,10,5,4,9,9,3,22,8,14,21,21,15,4,8,5,22,21,23,17,8
"25",1,9,1,1,25,15,1,13,13,25,11,25,12,14,1,8,1,25,13,13,13,12,1
