"","V1","V2","V3","V4","V5","V6","V7"
"1",12,20,2,7,23,4,11
"2",7,14,23,20,21,6,20
"3",20,18,22,8,7,20,18
"4",18,23,16,18,3,3,15
"5",8,12,6,2,19,21,6
"6",1,19,11,25,18,10,13
"7",10,21,24,13,10,9,1
"8",23,24,18,5,16,16,5
"9",3,4,17,9,25,14,16
"10",11,9,19,24,4,17,24
"11",22,8,4,3,2,11,14
"12",4,10,21,4,12,1,10
"13",9,1,10,6,11,19,19
"14",21,2,20,21,20,12,7
"15",2,15,15,14,1,23,8
"16",17,17,9,17,24,18,2
"17",25,13,8,23,9,7,9
"18",16,16,14,1,14,8,25
"19",5,25,7,11,6,13,22
"20",15,6,25,16,15,25,12
"21",14,3,12,10,5,5,3
"22",6,7,1,19,8,15,4
"23",24,11,13,12,22,22,23
"24",13,22,3,22,13,24,17
"25",19,5,5,15,17,2,21
