"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",11,8,24,9,2,21,12,16,17,2,22,14,22,7,21
"2",22,19,16,13,11,20,5,3,8,20,7,7,17,2,23
"3",1,22,17,14,19,10,24,23,14,5,13,17,16,1,4
"4",14,25,20,3,24,16,17,7,5,15,18,25,23,13,15
"5",3,14,15,17,23,24,15,19,23,22,17,6,8,15,24
"6",18,10,7,20,18,22,7,2,24,8,15,20,18,12,3
"7",13,24,6,22,5,17,18,24,19,16,6,16,2,9,18
"8",21,2,13,25,9,19,25,13,12,25,21,18,15,25,14
"9",2,6,12,2,8,23,11,11,6,12,4,19,6,5,7
"10",8,7,5,15,21,7,8,20,3,19,8,15,21,23,19
"11",25,13,11,5,12,5,20,21,15,9,2,22,19,16,25
"12",4,16,3,12,10,13,4,6,13,4,20,23,4,21,22
"13",20,9,23,10,20,14,19,5,16,14,5,4,3,22,5
"14",12,1,9,23,25,9,13,9,11,3,1,2,12,6,16
"15",5,4,4,6,4,11,22,4,21,21,12,8,20,11,11
"16",16,3,22,11,16,3,2,18,22,18,11,24,9,3,13
"17",6,20,21,24,14,15,3,14,20,10,3,10,25,20,9
"18",23,5,19,16,3,12,6,22,4,6,16,9,1,14,10
"19",9,12,10,4,13,18,1,25,10,17,25,1,14,17,1
"20",24,21,8,7,22,8,9,12,18,24,23,13,5,8,8
"21",19,15,2,19,7,4,16,17,7,13,19,5,24,4,6
"22",15,23,14,1,6,1,10,10,25,7,14,3,13,24,17
"23",10,17,25,18,1,6,14,8,9,23,9,21,11,18,2
"24",7,11,18,21,15,2,21,1,2,11,24,12,7,10,20
"25",17,18,1,8,17,25,23,15,1,1,10,11,10,19,12
