"","V1","V2","V3","V4","V5","V6","V7"
"1",3,5,2,4,5,4,1
"2",3,3,6,4,6,1,3
"3",2,5,2,2,2,6,2
"4",2,3,3,6,6,5,4
"5",3,5,4,6,1,4,6
"6",4,6,1,3,5,5,5
"7",1,1,2,1,4,4,5
"8",2,4,6,3,4,4,6
"9",4,3,1,2,1,1,2
"10",4,1,2,2,2,3,4
"11",4,5,5,4,1,5,4
"12",1,3,2,3,3,1,1
"13",3,4,1,1,6,3,6
"14",2,6,1,6,4,3,2
"15",5,2,6,2,6,3,4
"16",1,3,4,2,5,6,4
"17",5,4,3,6,5,3,5
"18",1,6,3,5,3,6,6
"19",6,3,5,1,5,4,1
"20",3,2,4,5,4,5,4
"21",6,5,6,6,4,6,3
"22",2,2,5,2,5,2,2
"23",1,6,4,1,1,3,3
"24",5,4,5,1,3,6,5
"25",4,2,2,6,6,2,3
"26",3,3,1,6,2,6,5
"27",5,4,6,3,1,3,2
"28",5,6,5,5,5,1,2
"29",6,6,4,4,6,4,5
"30",3,1,3,5,1,3,1
"31",2,2,1,1,3,5,3
"32",4,6,5,2,4,2,6
"33",5,2,4,3,2,1,6
"34",4,4,4,6,3,2,1
"35",5,3,4,5,2,5,2
"36",3,1,4,1,4,1,1
"37",2,1,5,3,1,6,3
"38",1,5,4,3,5,3,3
"39",2,5,3,3,6,1,5
"40",6,2,3,2,1,5,6
"41",1,2,6,6,2,4,2
"42",2,5,6,5,2,1,4
"43",4,1,3,4,3,4,3
"44",4,5,3,1,6,6,2
"45",6,4,1,5,1,4,3
"46",3,6,6,2,3,5,1
"47",5,3,2,5,4,1,6
"48",4,1,6,4,5,6,6
"49",6,5,1,1,3,1,4
"50",6,6,3,4,2,2,1
"51",5,6,2,3,2,4,4
"52",1,1,1,5,5,2,4
"53",6,1,2,3,6,5,2
"54",1,4,2,4,1,2,5
"55",5,2,1,4,4,6,1
"56",1,4,5,5,6,5,1
"57",3,3,6,1,2,2,5
"58",6,4,3,2,4,2,3
"59",6,1,5,6,3,2,5
"60",2,2,5,4,3,3,6
