"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,3,3,1,3,1,1,4,4,3,3,3
"2",1,3,2,2,3,3,1,2,1,4,4,4
"3",4,4,2,4,3,3,4,3,3,4,1,3
"4",2,3,1,4,1,4,4,2,1,3,2,3
"5",1,4,1,3,3,2,4,4,2,2,3,4
"6",3,1,4,1,2,3,2,2,4,2,1,1
"7",3,4,4,2,4,4,3,3,1,2,4,3
"8",4,1,1,4,3,4,2,1,3,3,3,2
"9",2,3,2,3,4,4,3,4,4,4,3,1
"10",1,2,1,3,1,1,1,2,4,4,1,3
"11",1,1,4,2,2,4,4,2,2,1,3,3
"12",3,4,3,3,1,3,1,1,1,1,3,2
"13",4,4,3,2,1,4,3,2,2,3,1,1
"14",4,3,1,4,2,3,1,4,2,2,4,1
"15",1,4,4,3,2,1,2,4,1,3,2,2
"16",1,1,3,4,4,3,3,3,4,3,3,4
"17",3,2,4,3,1,3,4,4,3,3,4,4
"18",3,4,2,1,2,1,3,1,3,4,3,4
"19",1,2,3,1,4,3,4,1,2,3,2,2
"20",4,1,2,2,1,2,1,3,1,2,2,4
"21",4,1,3,3,3,1,3,2,1,4,4,2
"22",3,1,2,4,1,1,3,4,3,1,2,2
"23",4,2,1,2,2,3,3,1,4,1,2,4
"24",3,2,1,1,2,2,4,3,1,4,3,1
"25",2,1,1,2,4,1,2,1,2,2,4,3
"26",2,3,4,2,1,2,2,1,3,4,4,1
"27",3,4,1,2,4,2,1,3,3,3,1,2
"28",1,4,1,1,3,3,2,3,3,1,2,1
"29",2,3,4,3,3,4,1,1,3,2,1,4
"30",2,3,3,1,1,1,3,3,2,1,1,4
"31",3,3,3,3,4,1,4,1,4,2,2,1
"32",2,2,4,4,3,1,1,3,2,1,3,1
"33",4,3,2,1,4,2,4,2,3,1,4,2
"34",4,2,4,4,4,2,2,2,2,4,2,4
"35",2,1,4,2,3,2,4,4,4,3,1,2
"36",1,2,2,1,1,4,2,3,4,2,4,2
"37",1,2,2,4,2,2,3,1,1,2,1,1
"38",2,4,3,4,2,2,2,2,4,1,4,3
"39",2,1,3,1,2,4,1,4,2,4,2,3
"40",3,2,2,3,4,4,2,4,1,1,1,3
