"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,2,3,2,2,1,1,1,1,3,1,1
"2",1,2,2,1,3,2,1,3,1,1,1,2
"3",3,2,1,1,3,1,1,2,3,2,3,2
"4",3,3,1,2,3,3,2,3,1,3,2,2
"5",3,1,3,2,1,1,3,3,2,2,1,2
"6",1,3,2,2,1,3,2,3,3,1,3,2
"7",3,2,3,3,1,2,2,1,1,1,3,2
"8",2,3,1,2,1,1,1,3,1,2,2,3
"9",3,1,2,1,3,2,2,1,1,2,2,1
"10",3,2,1,3,2,2,3,3,2,3,3,3
"11",2,3,2,3,2,3,3,1,1,2,1,3
"12",1,3,3,3,3,2,2,2,2,3,1,3
"13",2,1,1,3,1,2,1,2,2,3,1,1
"14",1,3,2,1,2,1,1,1,2,3,3,2
"15",2,1,2,1,1,3,2,2,1,3,3,3
"16",1,2,2,3,1,1,3,2,3,3,2,2
"17",1,1,1,3,2,3,1,1,2,1,2,2
"18",1,2,1,1,1,2,2,1,3,2,1,3
"19",1,2,3,2,3,3,3,2,1,2,3,1
"20",2,1,2,3,3,1,2,3,2,1,3,1
"21",1,1,3,1,2,2,2,3,3,3,2,1
"22",2,2,1,1,2,3,3,3,2,1,1,1
"23",1,1,1,2,2,1,3,2,1,1,2,3
"24",3,3,2,3,2,1,2,2,3,1,1,1
"25",2,2,3,3,3,3,1,3,3,2,2,3
"26",3,3,3,1,1,3,1,2,2,2,2,1
"27",3,1,3,2,2,2,1,2,3,1,3,3
"28",3,1,2,2,3,3,3,1,3,3,1,2
"29",2,3,3,1,3,1,3,1,2,1,2,3
"30",2,3,1,2,1,2,3,1,3,2,3,1
