"","V1","V2","V3","V4","V5","V6","V7"
"1",2,2,6,3,2,6,3
"2",4,6,3,2,3,1,3
"3",1,4,6,6,5,2,4
"4",1,2,3,4,6,4,1
"5",2,5,5,4,4,1,2
"6",1,5,4,1,1,3,5
"7",2,6,2,3,5,4,6
"8",6,5,1,5,6,3,2
"9",3,6,4,6,3,5,1
"10",1,3,1,2,3,5,2
"11",5,6,6,5,2,4,4
"12",3,3,2,6,1,1,3
"13",3,4,5,2,6,5,6
"14",4,4,1,4,1,6,5
"15",2,1,3,5,2,3,6
"16",5,4,2,3,2,2,1
"17",6,1,5,2,1,4,2
"18",6,5,3,1,4,6,4
"19",5,2,2,6,4,5,5
"20",5,2,4,3,6,1,5
"21",4,3,6,1,5,3,1
"22",4,1,4,5,5,6,3
"23",3,1,1,1,4,2,4
"24",6,3,5,4,3,2,6
