"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,1,2,1,1,1,3,2,2,2
"2",1,3,3,1,3,3,3,2,2,2
"3",3,3,3,3,1,2,1,3,2,2
"4",1,2,2,1,1,2,1,1,3,1
"5",3,3,1,2,2,1,2,3,3,1
"6",1,2,3,3,2,3,2,3,1,1
"7",2,3,1,1,3,2,2,2,3,3
"8",1,1,1,3,2,2,3,2,3,2
"9",3,2,2,2,3,3,3,3,3,3
"10",2,3,2,3,3,1,3,1,2,1
"11",2,2,1,1,1,2,3,3,1,1
"12",2,1,2,1,2,3,1,3,2,3
"13",1,1,1,2,3,1,1,3,2,2
"14",2,2,3,3,2,1,1,2,3,3
"15",2,3,1,2,2,3,1,1,1,2
"16",3,2,1,3,1,3,2,1,2,3
"17",1,1,3,2,2,2,3,1,1,3
"18",1,3,2,2,1,1,2,2,1,3
"19",3,1,2,3,3,2,1,2,1,1
"20",3,2,3,1,3,1,2,1,1,2
"21",2,1,3,2,1,3,2,1,3,1
