"","V1","V2","V3","V4","V5","V6"
"1",2,2,2,1,1,1
"2",2,1,1,1,2,1
"3",1,2,1,2,3,2
"4",1,2,2,2,3,3
"5",3,2,1,2,1,1
"6",1,3,3,3,3,2
"7",3,2,3,2,1,2
"8",2,3,3,1,1,2
"9",1,1,2,1,3,2
"10",1,3,2,1,2,1
"11",3,3,2,3,1,1
"12",3,3,2,1,3,2
"13",3,1,3,3,2,2
"14",2,2,3,3,1,3
"15",3,1,2,2,2,1
"16",1,3,2,2,1,3
"17",1,3,1,2,2,1
"18",3,2,3,1,3,1
"19",1,2,3,1,2,3
"20",3,1,2,1,1,3
"21",2,1,3,2,3,3
"22",3,3,3,2,2,3
"23",2,1,3,1,2,2
"24",3,2,2,3,3,3
"25",3,2,1,1,2,3
"26",3,1,1,2,3,2
"27",1,2,3,3,2,1
"28",1,1,2,3,1,2
"29",3,3,1,3,2,2
"30",1,1,3,2,1,1
"31",2,2,1,3,3,1
"32",2,3,1,1,3,3
"33",2,3,3,2,3,1
"34",2,3,1,3,1,2
"35",2,1,1,2,1,3
"36",2,1,2,3,3,1
"37",1,1,1,3,2,3
"38",1,2,1,1,1,2
"39",2,3,2,3,2,3
