"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,3,3,3,3,3,2,2
"2",1,2,1,2,2,2,1,1
"3",1,1,1,2,1,3,3,2
"4",3,2,3,3,3,2,2,3
"5",3,3,1,2,1,3,2,3
"6",3,2,2,3,1,3,1,2
"7",2,3,3,1,1,1,1,2
"8",1,3,2,3,1,2,3,1
"9",3,3,2,2,3,1,1,1
"10",3,2,1,1,1,1,2,1
"11",2,1,2,2,3,3,1,3
"12",3,1,2,3,2,1,3,3
"13",3,3,3,2,2,2,3,2
"14",2,1,3,3,1,2,1,1
"15",3,1,3,1,2,3,3,1
"16",2,3,1,1,3,2,3,3
"17",2,2,2,2,2,2,2,2
"18",1,2,3,1,2,3,1,3
"19",2,2,3,2,1,1,3,3
"20",2,2,1,3,3,3,3,1
"21",2,1,1,3,2,1,2,2
"22",1,1,3,2,3,1,2,1
"23",3,1,1,1,3,2,1,2
"24",1,2,2,1,3,1,3,2
"25",2,3,2,1,2,3,2,1
"26",1,3,1,3,2,1,1,3
"27",1,1,2,1,1,2,2,3
