"","V1","V2","V3","V4","V5"
"1",4,2,2,4,4
"2",2,2,3,4,1
"3",4,3,3,2,4
"4",3,2,1,3,3
"5",3,4,3,4,3
"6",3,1,3,1,2
"7",4,2,1,1,1
"8",3,1,1,4,2
"9",2,1,3,4,4
"10",1,4,3,2,4
"11",4,3,4,4,2
"12",3,4,2,2,1
"13",4,3,2,1,2
"14",4,1,3,3,2
"15",4,4,3,3,1
"16",4,2,4,1,3
"17",2,2,1,2,2
"18",3,1,4,2,4
"19",2,1,2,1,4
"20",4,4,1,2,3
"21",1,1,4,3,1
"22",1,3,4,2,2
"23",3,4,1,1,4
"24",2,4,4,3,3
"25",1,1,1,2,3
"26",3,3,4,3,4
"27",3,3,2,4,1
"28",1,2,3,1,2
"29",3,2,4,2,1
"30",2,1,2,2,1
"31",4,1,2,3,3
"32",1,3,1,3,1
"33",1,4,2,4,2
"34",1,2,4,4,3
"35",2,3,1,4,4
"36",2,4,4,1,1
"37",2,4,1,3,2
"38",1,2,2,3,4
"39",1,3,2,1,3
"40",2,3,3,1,3
