"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,2,5,1,5,2,5,2,2,3,3,3
"2",3,4,4,5,5,4,4,3,5,1,4,2
"3",2,1,2,3,5,4,1,5,3,5,4,4
"4",1,3,3,4,4,5,4,1,4,4,2,5
"5",3,1,4,2,4,3,2,3,1,1,1,5
"6",5,1,3,4,1,3,4,5,4,3,1,2
"7",4,2,5,5,3,5,3,4,1,5,3,1
"8",3,2,1,2,1,5,5,3,5,4,5,3
"9",2,1,2,4,2,1,3,1,3,1,4,1
"10",4,3,5,3,3,1,5,5,3,2,5,5
"11",4,2,1,5,3,2,1,2,5,2,3,4
"12",2,3,4,1,2,1,2,4,5,4,2,2
"13",3,4,1,3,3,2,5,1,1,5,1,2
"14",4,4,2,1,2,4,4,4,2,1,2,4
"15",5,5,4,2,2,3,3,2,4,5,4,5
"16",2,5,5,3,1,5,1,2,3,2,1,3
"17",5,5,2,4,5,1,2,3,2,4,2,3
"18",1,4,3,5,1,2,2,4,1,3,5,4
"19",1,5,1,2,4,3,3,5,4,2,3,1
"20",5,3,3,1,4,4,1,1,2,3,5,1
