"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,3,3,3,2,1,1,3,1,2,2,3,3
"2",3,2,3,1,3,1,2,2,1,2,1,1,1
"3",3,3,2,2,1,3,1,1,3,1,2,2,3
"4",2,1,3,3,1,2,1,1,1,3,1,2,2
"5",3,3,3,2,3,2,3,1,2,3,2,3,2
"6",1,2,3,2,2,2,3,3,3,1,1,3,1
"7",2,1,1,1,3,1,2,3,3,1,2,3,2
"8",1,3,1,3,2,3,2,1,1,2,1,1,2
"9",1,3,2,1,3,2,1,3,2,3,3,2,1
"10",2,3,3,3,2,2,2,2,3,3,3,1,3
"11",3,2,1,1,2,3,1,3,2,3,1,2,3
"12",1,1,1,2,1,2,3,3,1,2,2,2,1
"13",2,1,2,1,2,3,3,1,3,3,2,1,1
"14",3,1,3,2,1,3,2,3,3,2,3,1,2
"15",1,2,2,2,3,1,2,1,1,3,2,3,3
"16",2,3,2,2,1,1,3,3,2,3,1,1,2
"17",1,1,3,3,3,3,2,2,2,1,2,2,1
"18",1,2,3,1,1,1,3,2,3,2,2,2,3
"19",3,2,1,3,1,2,1,3,2,1,2,1,1
"20",3,1,2,3,2,1,3,1,2,1,1,2,3
"21",3,2,2,3,3,3,1,2,3,2,1,3,2
"22",2,2,2,2,3,3,3,3,1,1,3,1,3
"23",1,2,1,3,1,3,3,2,2,3,3,3,2
"24",3,1,2,2,2,1,1,2,1,3,3,3,1
"25",2,1,1,1,1,2,2,1,2,2,3,3,3
"26",1,2,3,1,2,1,1,1,2,1,3,1,2
"27",1,1,1,2,3,2,1,2,3,2,1,1,3
"28",2,3,2,1,1,3,2,2,1,1,1,3,1
"29",3,3,1,1,2,2,3,2,1,1,3,2,2
"30",2,3,1,3,3,1,2,1,3,2,3,2,1
