"","V1","V2","V3","V4","V5","V6","V7"
"1",1,2,1,1,2,2,3
"2",2,1,1,2,1,3,1
"3",3,2,2,2,1,2,3
"4",2,1,3,1,3,2,1
"5",2,2,2,2,2,2,2
"6",3,3,1,1,2,1,2
"7",2,2,1,1,1,1,2
"8",3,2,1,3,1,2,1
"9",2,3,1,2,3,2,1
"10",3,1,1,1,1,3,2
"11",1,2,2,2,3,1,1
"12",3,3,2,1,3,2,3
"13",1,1,3,1,1,1,2
"14",3,2,3,3,3,1,2
"15",3,3,3,2,3,3,2
"16",2,2,2,2,2,2,2
"17",3,1,1,2,3,1,3
"18",1,3,3,3,2,2,3
"19",3,1,2,3,3,3,1
"20",2,1,2,3,1,1,3
"21",2,2,2,2,2,2,2
"22",3,3,3,2,1,1,1
"23",3,3,1,3,2,3,3
"24",1,1,1,3,2,1,1
"25",1,3,1,1,3,3,1
"26",3,1,3,3,1,2,3
"27",3,1,2,1,2,1,1
"28",1,3,2,3,3,1,2
"29",1,3,2,1,1,2,1
"30",1,1,3,2,3,3,3
"31",2,3,2,3,1,3,2
"32",1,1,2,1,2,3,3
"33",2,2,3,1,3,1,3
"34",1,3,1,2,1,1,3
"35",1,1,1,3,3,2,2
"36",1,2,2,2,2,3,2
"37",3,2,3,1,2,3,1
"38",1,2,3,3,1,3,1
"39",2,3,3,3,2,1,1
"40",2,1,3,2,2,2,2
"41",2,3,3,1,1,3,3
"42",2,2,1,3,3,3,3
