"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,2,1,3,4,1,1,2,4,1,2,2,4
"2",2,1,3,4,2,3,1,1,1,1,4,3,2
"3",2,1,4,1,1,1,2,1,3,2,3,1,3
"4",1,4,1,4,1,3,3,2,3,4,3,3,2
"5",1,1,1,4,3,3,4,4,2,3,1,3,3
"6",1,3,3,2,1,4,4,1,3,3,2,4,4
"7",1,3,2,1,1,1,1,3,2,4,2,2,1
"8",1,3,1,3,3,4,2,1,1,1,3,1,3
"9",1,4,4,2,2,2,2,4,1,1,2,1,2
"10",2,4,2,1,4,3,2,1,2,4,4,3,3
"11",1,3,3,4,2,1,4,3,4,2,3,1,1
"12",4,2,2,4,3,2,2,4,3,1,1,2,1
"13",3,3,4,1,4,3,2,3,1,2,1,4,4
"14",3,3,1,1,2,3,1,1,4,2,1,1,2
"15",2,3,3,3,4,1,1,4,1,3,3,4,1
"16",2,3,4,4,2,4,1,2,2,4,1,2,4
"17",3,1,1,2,1,4,1,4,2,2,3,3,4
"18",2,2,1,1,3,2,4,3,1,3,2,1,4
"19",4,4,2,1,2,2,3,1,2,1,2,3,4
"20",3,4,3,1,3,4,1,4,3,1,2,2,3
"21",4,2,3,1,1,4,3,2,1,3,2,2,2
"22",1,1,1,2,4,2,2,2,2,2,2,4,1
"23",3,3,1,3,3,2,4,1,2,4,4,2,1
"24",4,3,1,2,4,1,3,4,3,1,3,4,2
"25",3,3,4,4,1,2,3,3,2,1,4,4,3
"26",1,1,3,1,4,2,3,4,4,3,4,2,3
"27",3,2,3,1,2,3,4,4,2,4,3,4,1
"28",4,1,4,3,2,1,4,3,3,4,2,3,3
"29",2,2,2,3,1,1,4,1,1,2,1,4,2
"30",4,1,2,2,2,3,4,2,4,1,3,2,4
"31",4,2,4,2,4,4,1,3,2,2,4,1,2
"32",3,4,2,3,1,1,3,4,3,3,1,1,4
"33",4,2,1,4,2,1,1,2,1,3,4,2,3
"34",2,4,2,2,4,4,4,3,4,4,1,2,2
"35",4,4,3,4,4,2,4,2,2,2,3,1,3
"36",2,4,2,2,1,3,4,4,1,2,4,2,3
"37",3,1,3,2,3,1,3,2,2,1,1,1,1
"38",2,2,1,1,2,2,2,3,4,4,4,4,2
"39",3,1,2,3,1,4,2,2,3,3,4,1,1
"40",2,1,4,4,2,4,3,4,4,2,2,4,2
"41",3,1,2,4,4,3,2,3,1,4,2,1,2
"42",4,3,3,3,3,3,2,4,4,4,4,1,4
"43",3,2,2,4,4,4,3,1,4,3,3,4,4
"44",2,3,4,1,3,4,4,2,3,1,4,3,1
"45",4,4,4,2,1,2,1,2,4,3,3,3,1
"46",1,2,4,2,3,1,3,2,1,4,3,3,4
"47",3,4,4,4,3,1,2,1,4,3,2,3,2
"48",1,2,4,3,4,3,3,1,3,3,1,2,1
"49",4,4,1,3,2,4,3,3,1,2,1,3,1
"50",1,4,2,3,3,2,1,3,3,2,4,4,4
"51",4,1,3,2,3,2,1,1,3,4,1,4,3
"52",1,2,3,3,1,3,2,3,4,1,1,3,3
