"","V1","V2","V3","V4","V5","V6"
"1",3,1,3,1,1,2
"2",2,3,3,3,3,2
"3",1,3,1,3,2,3
"4",3,3,2,3,1,1
"5",2,2,3,2,2,3
"6",3,1,1,2,2,1
"7",3,2,1,1,2,3
"8",1,1,3,2,3,3
"9",1,1,2,2,1,1
"10",1,2,1,3,3,1
"11",2,1,3,3,2,1
"12",1,1,1,1,3,2
"13",2,2,1,2,1,2
"14",2,3,2,1,3,3
"15",3,3,1,2,3,2
"16",3,1,2,3,3,3
"17",1,2,3,3,1,2
"18",2,1,1,3,1,3
"19",2,3,1,1,1,1
"20",1,3,2,2,2,2
"21",2,1,2,1,2,2
"22",3,2,2,3,2,2
"23",3,2,3,1,3,1
"24",3,3,3,2,1,3
"25",2,2,2,2,3,1
"26",1,3,3,1,2,1
"27",1,2,2,1,1,3
