"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,1,2,2,1,1,3,1,1
"2",1,2,3,2,3,3,1,3,2
"3",3,2,3,1,1,2,1,1,3
"4",2,1,3,1,3,1,2,3,3
"5",3,2,1,1,3,3,3,1,2
"6",1,3,2,1,1,1,1,2,2
"7",2,2,2,2,2,2,2,2,2
"8",3,3,3,3,2,3,2,1,2
"9",3,3,3,2,2,1,3,3,2
"10",2,2,2,2,2,2,2,2,2
"11",2,3,2,1,3,2,1,1,1
"12",3,3,3,2,1,3,1,2,1
"13",2,3,1,1,1,2,3,2,2
"14",2,3,2,3,3,3,3,3,1
"15",2,2,1,1,2,1,1,3,1
"16",1,1,3,1,2,2,3,2,1
"17",2,1,3,3,3,2,2,1,1
"18",1,1,2,1,1,3,2,1,2
"19",1,1,1,3,3,1,3,2,2
"20",1,3,3,2,3,2,3,1,3
"21",2,1,1,2,3,3,1,2,3
"22",3,2,2,3,3,1,1,2,3
"23",3,1,2,1,2,3,2,3,1
"24",3,3,1,2,3,1,2,2,1
"25",3,1,1,3,1,2,1,3,2
"26",1,2,1,2,1,2,3,3,3
"27",3,2,2,3,2,2,3,3,3
"28",1,2,1,3,2,3,1,1,1
"29",1,3,1,1,2,3,2,3,3
"30",1,2,3,3,1,1,2,3,1
"31",2,1,3,3,1,3,3,2,3
"32",2,3,1,3,1,1,2,1,3
"33",1,1,2,2,2,1,1,1,3
