"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,4,2,3,4,2,2,3,1,2,4,4,1,4
"2",4,3,3,2,3,4,4,2,3,3,4,4,4,4
"3",3,3,1,2,3,1,3,4,1,4,2,3,1,1
"4",4,2,4,3,1,3,4,3,1,4,3,1,3,3
"5",3,4,1,1,4,3,4,3,4,1,2,3,2,3
"6",1,4,3,3,2,1,4,1,2,3,2,2,4,4
"7",1,3,4,1,1,2,2,2,4,2,2,1,1,3
"8",4,3,1,4,1,3,1,3,3,2,1,2,3,4
"9",4,1,3,3,4,4,1,4,2,3,2,3,1,2
"10",1,3,2,1,1,3,2,4,2,4,3,4,4,2
"11",1,3,4,4,3,4,3,4,1,1,1,3,3,3
"12",1,1,3,2,2,3,3,3,3,1,4,4,1,1
"13",1,2,1,2,4,3,2,1,1,2,1,2,3,1
"14",2,1,3,4,1,3,2,2,4,4,4,2,3,1
"15",3,4,4,2,1,2,1,2,2,3,1,4,2,1
"16",2,2,2,3,1,1,4,4,3,1,1,2,1,2
"17",1,3,2,4,4,2,4,1,4,4,3,3,2,2
"18",2,1,2,1,2,4,1,3,1,4,2,2,2,4
"19",4,3,3,1,2,1,1,1,1,1,4,3,3,2
"20",3,1,3,2,4,2,2,4,2,1,3,1,4,4
"21",4,4,2,4,2,4,3,2,2,1,3,1,2,1
"22",2,1,4,1,4,1,3,2,3,4,1,3,3,3
"23",2,4,1,2,2,4,3,4,4,3,4,1,3,2
"24",3,2,4,1,3,4,4,1,2,2,4,2,1,2
"25",2,4,4,3,4,1,1,3,3,2,3,2,4,1
"26",4,1,1,2,1,2,3,1,3,2,3,3,2,4
"27",1,2,1,4,3,1,1,2,2,3,4,1,2,3
"28",3,4,3,3,3,3,2,1,3,4,1,1,1,3
"29",3,2,4,4,2,1,2,4,4,3,3,4,2,4
"30",2,2,2,3,3,4,1,1,4,1,2,4,4,3
"31",3,1,1,4,2,2,4,2,1,2,2,4,4,2
"32",4,2,2,1,3,2,3,3,4,3,1,1,4,1
