"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,5,5,6,3,2,2
"2",1,3,1,1,3,1,4,3
"3",5,3,3,2,6,2,6,6
"4",3,2,1,3,2,4,1,6
"5",4,5,6,6,4,5,1,5
"6",5,4,1,6,1,2,2,4
"7",6,4,4,4,4,6,3,6
"8",1,1,4,6,3,5,5,6
"9",4,5,5,1,3,3,4,6
"10",4,1,3,3,5,1,1,4
"11",2,3,5,4,1,6,2,3
"12",6,5,2,3,4,1,5,2
"13",1,5,6,3,1,4,3,2
"14",5,4,5,3,6,5,4,1
"15",2,4,2,3,1,3,6,5
"16",2,1,3,2,4,4,6,1
"17",6,2,2,6,6,3,3,3
"18",3,5,3,6,2,6,4,1
"19",4,2,4,5,1,2,5,1
"20",5,1,6,4,2,1,4,5
"21",3,4,4,1,2,2,1,2
"22",6,3,6,2,3,3,2,1
"23",2,4,6,6,5,1,6,3
"24",6,6,5,5,2,4,6,4
"25",4,6,2,2,2,5,5,3
"26",5,2,1,4,3,6,6,2
"27",1,6,4,4,6,3,5,4
"28",6,1,3,1,1,5,3,4
"29",5,6,4,1,5,4,1,3
"30",3,6,1,4,5,2,3,1
"31",4,3,1,5,5,4,4,5
"32",2,5,2,2,6,6,2,5
"33",2,6,3,5,3,1,2,6
"34",1,3,2,5,4,5,1,2
"35",3,2,6,1,5,6,5,4
"36",1,2,5,2,4,2,3,5
