"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,4,3,2,3,4,1,4,4,3,2,3,4,2
"2",1,3,4,1,1,4,2,1,2,3,3,4,2,2
"3",1,4,1,1,3,2,2,2,4,1,3,4,3,1
"4",1,1,2,2,1,2,1,4,3,3,3,2,3,4
"5",3,2,1,1,1,3,4,2,3,4,2,3,4,4
"6",4,1,1,3,3,1,4,1,2,3,1,2,3,2
"7",2,3,3,2,1,1,4,4,1,2,4,3,2,1
"8",3,4,1,4,2,1,1,3,2,3,4,4,3,3
"9",4,3,1,2,1,2,3,2,1,1,1,2,1,3
"10",4,3,4,2,3,3,4,3,2,1,3,4,4,4
"11",3,1,4,1,3,2,3,4,1,3,2,1,2,4
"12",4,3,2,3,4,1,2,2,4,4,3,1,2,1
"13",2,4,2,1,2,3,4,3,4,3,4,1,1,3
"14",2,3,3,3,2,4,1,2,4,1,1,1,2,4
"15",1,2,3,1,4,4,4,3,2,2,1,2,3,1
"16",4,2,3,3,1,4,2,4,2,4,4,1,3,3
"17",3,3,3,1,2,1,3,4,3,4,1,4,1,2
"18",3,1,4,2,2,3,3,1,4,1,4,2,3,1
"19",3,4,2,4,4,2,4,4,3,1,2,1,3,2
"20",3,4,2,3,3,4,4,1,1,3,2,3,1,1
"21",2,4,4,2,4,2,1,1,3,4,1,3,3,3
"22",1,4,4,3,1,1,3,2,2,2,2,1,4,3
"23",4,2,2,1,2,2,1,1,1,2,3,1,4,2
"24",2,1,1,2,3,3,1,3,2,4,2,1,1,1
"25",1,2,1,3,4,3,3,4,4,3,1,4,2,3
"26",4,2,4,4,1,3,1,2,3,2,2,4,2,1
"27",1,2,4,3,3,1,1,3,3,1,4,2,1,2
"28",1,2,3,4,2,2,4,1,4,4,3,3,1,4
"29",2,1,3,3,4,2,3,2,1,4,4,4,4,2
"30",4,1,2,1,4,4,2,2,3,2,4,3,1,3
"31",2,3,1,4,3,4,3,1,3,2,4,2,4,4
"32",3,1,3,4,1,1,2,3,4,2,1,3,4,3
"33",2,2,2,2,4,1,2,1,1,1,2,4,2,4
"34",2,1,1,4,2,4,3,4,2,1,3,3,2,2
"35",3,4,4,4,4,3,2,3,1,2,3,2,1,4
"36",1,3,2,4,2,3,2,3,1,4,1,2,4,1
