"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,6,6,6,3,4,1,4,3,1
"2",2,3,1,5,2,2,4,2,2,1
"3",3,4,4,2,1,4,2,1,1,6
"4",1,6,3,2,1,3,5,5,3,2
"5",4,5,3,5,3,1,3,6,1,6
"6",1,1,2,4,5,5,2,4,1,3
"7",2,4,1,3,6,6,3,5,4,5
"8",5,3,6,4,2,5,6,5,2,5
"9",5,3,4,1,5,1,2,5,4,1
"10",2,2,5,3,2,2,1,6,6,4
"11",4,3,3,3,3,6,6,1,6,1
"12",4,5,2,1,2,5,1,2,5,3
"13",1,4,6,4,4,1,3,1,5,2
"14",4,1,6,2,5,3,4,4,5,6
"15",1,2,4,6,4,5,5,2,4,6
"16",5,2,3,6,6,3,1,1,3,4
"17",6,5,5,3,6,2,5,2,1,3
"18",6,1,5,5,1,6,3,3,4,2
"19",5,4,2,6,1,2,5,4,5,4
"20",3,1,2,1,3,1,6,3,3,5
"21",3,5,4,5,6,4,6,6,6,3
"22",6,6,1,4,4,3,2,3,6,5
"23",2,6,5,1,5,6,4,3,2,4
"24",6,2,1,2,4,4,4,6,2,2
