"","V1","V2","V3","V4","V5","V6","V7"
"1",1,2,4,2,3,1,4
"2",1,4,1,3,3,4,2
"3",2,2,3,1,4,3,4
"4",4,3,1,3,2,1,2
"5",2,3,4,4,2,4,1
"6",1,2,3,2,1,2,2
"7",3,3,2,4,1,3,2
"8",3,4,4,3,2,2,4
"9",4,1,2,1,3,2,1
"10",1,3,4,3,1,3,3
"11",3,1,1,2,1,1,4
"12",3,2,1,4,4,2,1
"13",2,4,2,1,1,4,4
"14",3,4,2,1,3,1,2
"15",1,1,2,2,2,4,3
"16",2,2,1,3,4,4,2
"17",2,1,4,3,3,2,3
"18",4,2,4,1,1,4,2
"19",1,3,1,1,4,2,3
"20",2,4,1,2,1,2,1
"21",4,3,3,1,2,2,4
"22",4,4,3,2,2,3,1
"23",4,1,4,4,3,3,2
"24",2,1,2,2,4,3,1
"25",1,2,2,3,2,1,1
"26",3,3,4,2,4,1,1
"27",2,4,3,4,1,1,3
"28",3,1,3,3,1,4,1
"29",4,2,2,4,1,2,3
"30",3,2,1,1,2,3,3
"31",4,1,3,3,4,1,3
"32",1,1,1,4,2,3,4
"33",1,3,3,1,3,3,1
"34",2,3,2,4,3,1,4
"35",2,1,4,1,2,1,2
"36",3,2,3,4,3,4,4
"37",4,4,2,3,4,3,4
"38",4,3,1,2,3,4,3
"39",3,4,4,2,4,4,3
"40",1,4,3,4,4,2,2
