"","V1","V2","V3","V4","V5","V6"
"1",3,1,3,1,2,4
"2",2,1,4,5,1,3
"3",3,4,1,1,4,6
"4",1,3,5,6,3,6
"5",5,4,5,6,6,4
"6",1,2,1,2,3,2
"7",2,4,1,5,6,4
"8",6,2,6,5,4,2
"9",1,6,2,3,1,5
"10",4,6,4,6,3,2
"11",2,5,4,2,4,5
"12",6,1,2,3,3,3
"13",1,5,3,5,5,2
"14",1,3,6,1,5,3
"15",6,6,5,2,3,4
"16",5,5,1,4,4,1
"17",4,6,2,1,6,3
"18",6,5,3,5,2,6
"19",4,4,5,4,2,3
"20",5,4,4,1,1,2
"21",4,2,6,2,1,5
"22",4,1,2,6,5,5
"23",2,5,6,3,2,1
"24",3,1,5,3,6,1
"25",6,3,3,2,5,1
"26",2,2,3,4,4,4
"27",3,3,2,6,1,1
"28",3,6,6,4,5,6
"29",5,2,4,3,6,6
"30",5,3,1,4,2,5
