"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,3,3,4,4,1,1,4
"2",2,1,2,1,1,3,2,1
"3",4,3,1,1,2,1,4,4
"4",2,4,1,4,4,1,3,2
"5",1,3,4,4,1,2,3,4
"6",4,4,2,2,1,2,3,3
"7",1,1,1,2,3,1,4,1
"8",2,3,4,2,2,4,2,4
"9",1,4,2,3,2,4,3,1
"10",1,2,1,4,2,2,2,3
"11",4,1,4,1,3,2,1,3
"12",3,1,3,4,2,2,4,2
"13",1,4,3,1,3,1,2,2
"14",1,2,2,1,4,2,3,4
"15",1,4,1,3,3,3,1,4
"16",4,2,4,3,1,1,2,2
"17",2,3,1,1,3,4,3,3
"18",3,3,1,4,1,4,2,1
"19",4,2,1,3,3,2,2,1
"20",2,3,4,2,4,2,1,1
"21",3,4,3,1,1,3,2,4
"22",3,2,4,2,4,1,4,3
"23",1,2,3,2,1,4,1,3
"24",4,4,2,3,4,2,2,3
"25",4,4,4,4,2,3,1,3
"26",4,2,3,3,3,4,3,4
"27",2,2,2,4,3,4,4,4
"28",1,2,4,1,2,3,4,2
"29",2,3,1,1,1,2,1,2
"30",4,1,2,2,2,4,3,2
"31",3,1,1,2,4,3,2,4
"32",4,3,2,4,3,3,4,2
"33",1,3,3,3,4,3,4,3
"34",3,2,2,1,4,4,1,2
"35",4,3,3,1,4,3,3,1
"36",3,2,4,4,2,1,3,1
"37",1,1,4,3,4,4,2,2
"38",3,4,2,2,2,1,1,1
"39",2,1,3,4,3,3,1,1
"40",3,1,1,3,1,3,4,3
"41",2,1,3,2,1,1,3,3
"42",3,4,4,2,3,4,4,2
"43",2,1,2,3,2,1,1,4
"44",2,4,3,3,1,2,4,1
