"","V1","V2","V3","V4","V5"
"1",5,5,4,1,3
"2",1,5,5,3,3
"3",2,2,4,2,2
"4",3,1,3,4,3
"5",5,1,4,2,4
"6",3,2,1,5,1
"7",3,3,5,1,1
"8",1,1,1,3,5
"9",3,4,4,4,4
"10",5,3,1,1,2
"11",4,5,2,2,1
"12",4,1,5,3,2
"13",2,1,5,5,3
"14",4,3,4,5,2
"15",3,5,5,5,5
"16",4,5,1,4,4
"17",2,5,1,3,2
"18",2,5,3,1,5
"19",1,3,5,2,4
"20",1,3,2,4,1
"21",4,2,5,1,5
"22",2,4,4,3,1
"23",2,4,2,5,4
"24",1,5,3,5,2
"25",3,3,1,2,5
"26",5,4,2,3,5
"27",5,4,5,4,1
"28",1,1,3,1,1
"29",3,4,4,2,2
"30",2,2,2,2,3
"31",1,4,1,1,3
"32",4,4,3,2,4
"33",2,2,3,4,4
"34",5,2,1,5,3
"35",5,3,3,5,5
"36",4,3,2,3,3
"37",4,1,2,4,2
"38",3,1,2,1,4
"39",5,2,3,3,1
"40",1,2,4,4,5
