"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",4,2,2,3,3,1,1,3,1,4,3,3,1,4,3
"2",4,2,2,1,1,4,2,1,3,3,1,2,4,3,3
"3",4,4,3,2,1,1,2,3,4,1,2,3,3,4,1
"4",1,1,4,1,1,2,3,3,2,2,1,2,1,4,3
"5",2,2,2,2,1,4,1,3,2,4,4,1,2,1,2
"6",1,3,1,3,4,3,2,3,2,1,4,2,4,4,1
"7",2,1,4,4,1,1,2,2,1,2,3,2,4,2,1
"8",1,2,3,4,2,2,1,4,4,3,2,1,4,3,2
"9",4,2,4,3,3,4,3,3,4,1,4,1,2,2,2
"10",2,3,4,4,3,4,4,2,3,3,1,4,2,4,1
"11",1,4,1,4,2,4,3,2,3,4,3,2,1,2,3
"12",1,4,2,3,1,2,3,1,1,1,3,3,2,1,2
"13",1,1,2,3,4,1,2,4,3,3,1,4,2,2,4
"14",3,1,1,2,3,4,3,4,1,4,2,3,3,4,2
"15",4,1,1,1,4,2,1,2,3,2,2,2,2,1,1
"16",4,1,3,4,4,3,3,2,2,3,3,4,4,1,3
"17",3,4,1,3,2,2,1,1,2,4,1,4,3,3,1
"18",1,3,4,2,4,4,1,1,1,2,2,3,3,2,4
"19",4,3,3,2,2,3,4,4,1,3,1,1,1,2,1
"20",4,3,1,4,1,2,4,4,3,2,4,3,2,3,4
"21",3,3,4,1,2,1,3,4,2,3,4,4,3,1,2
"22",3,4,4,2,4,2,4,3,3,4,3,2,4,3,4
"23",1,2,3,1,3,2,4,1,4,4,4,3,3,2,1
"24",2,4,2,1,4,4,2,4,4,2,3,4,1,3,2
"25",2,2,1,1,2,3,4,3,1,1,2,4,4,2,4
"26",2,4,3,1,3,1,2,2,1,3,4,1,2,4,4
"27",3,1,2,3,2,3,4,1,4,2,3,1,3,4,4
"28",3,2,2,4,4,1,4,1,2,1,2,1,1,3,2
"29",3,4,3,4,3,3,1,4,2,1,1,2,3,1,3
"30",3,3,4,3,1,3,2,2,4,4,2,3,1,1,4
"31",2,1,3,2,2,3,1,1,3,1,4,4,1,3,3
"32",2,3,1,2,3,1,3,2,4,2,1,1,4,1,3
