"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,1,3,3,1,3,2,3,3,1,1,2,1,2,2
"2",1,3,2,2,3,3,2,2,2,1,1,3,1,3,1
"3",2,1,1,1,1,2,3,3,2,3,3,2,1,2,3
"4",2,3,1,3,2,2,3,1,3,2,1,1,2,1,1
"5",2,3,2,3,1,2,1,3,3,2,3,3,1,3,2
"6",1,2,2,1,3,3,3,1,3,3,3,3,2,2,2
"7",3,3,3,2,2,2,2,1,1,3,3,1,1,1,2
"8",1,2,2,1,1,3,1,2,1,2,2,1,1,1,1
"9",1,2,3,2,2,2,3,3,1,2,1,3,3,1,3
"10",3,1,2,2,3,2,2,3,3,3,2,1,3,1,1
"11",2,2,3,1,1,2,2,1,2,3,1,3,3,3,1
"12",3,2,1,3,3,2,2,3,2,1,3,3,2,1,3
"13",1,1,1,3,1,3,2,1,2,2,2,3,3,1,2
"14",1,1,3,3,2,2,3,2,1,1,3,2,2,3,1
"15",3,1,2,2,1,1,1,1,1,2,2,3,2,3,3
"16",1,2,1,2,2,1,1,2,2,3,1,2,1,1,3
"17",1,3,3,3,2,1,1,3,2,3,2,3,2,2,1
"18",2,2,1,2,1,3,3,3,1,1,2,1,3,3,2
"19",2,2,3,3,3,1,3,1,3,2,2,2,1,3,3
"20",3,3,3,1,3,3,3,2,2,2,2,1,2,3,3
"21",3,2,1,2,2,3,1,2,3,3,3,2,3,3,1
"22",1,1,1,1,2,1,2,3,3,2,1,1,2,3,2
"23",2,3,3,1,2,3,1,2,3,1,2,2,3,1,3
"24",2,1,3,2,3,1,1,1,2,1,3,1,3,2,2
"25",2,3,1,1,3,1,2,3,1,2,3,2,3,2,1
"26",3,3,2,3,1,1,3,2,1,3,1,2,3,2,2
"27",2,1,2,3,3,3,1,2,1,3,1,1,2,2,3
"28",3,1,2,1,2,1,3,2,2,1,2,3,1,1,1
"29",1,3,2,2,1,1,2,1,3,1,3,1,2,2,3
"30",3,2,1,1,3,2,1,1,1,1,1,2,1,2,2
