"","V1","V2","V3","V4","V5","V6"
"1",1,2,1,2,2,3
"2",2,1,2,3,2,1
"3",2,1,3,2,2,3
"4",3,3,3,3,1,2
"5",1,1,1,3,3,3
"6",2,2,2,1,2,1
"7",3,3,2,3,3,3
"8",1,1,2,2,1,3
"9",3,3,1,1,3,2
"10",3,2,1,1,1,1
"11",2,2,3,3,1,1
"12",1,3,2,2,1,2
"13",1,2,3,1,3,2
"14",3,1,2,2,1,1
"15",1,1,1,1,2,2
"16",1,3,3,3,2,3
"17",1,3,2,1,3,3
"18",3,2,1,3,2,3
"19",1,2,2,3,3,1
"20",3,3,3,1,2,1
"21",2,3,2,1,2,2
"22",3,3,2,2,2,1
"23",2,2,2,3,3,2
"24",3,1,1,3,1,2
"25",3,2,3,1,1,3
"26",3,1,2,1,2,3
"27",2,1,1,1,3,1
"28",2,1,1,2,1,2
"29",3,2,1,2,3,3
"30",2,2,2,3,1,3
"31",1,2,1,2,2,1
"32",1,3,3,2,3,1
"33",2,2,3,2,3,2
"34",2,1,3,1,3,3
"35",2,3,1,3,2,2
"36",1,2,2,1,1,2
"37",2,3,1,1,1,3
"38",2,3,3,2,1,3
"39",3,2,3,2,2,2
"40",1,3,1,3,1,1
"41",1,1,3,1,1,1
"42",2,3,1,2,3,1
"43",1,1,3,3,2,2
"44",3,1,2,2,3,2
"45",3,1,3,3,3,1
