"","V1","V2","V3","V4","V5"
"1",3,2,3,3,2
"2",2,3,3,2,1
"3",2,1,3,3,3
"4",1,3,2,1,1
"5",3,3,3,1,3
"6",1,2,3,3,1
"7",1,2,3,1,3
"8",1,1,2,1,2
"9",2,2,2,1,3
"10",2,3,3,3,2
"11",3,2,1,2,1
"12",2,2,2,2,2
"13",1,1,2,3,3
"14",3,1,1,3,2
"15",2,1,2,3,1
"16",1,1,1,2,1
"17",2,2,2,2,2
"18",1,3,2,2,2
"19",1,3,3,2,3
"20",3,2,3,1,1
"21",3,3,2,3,1
"22",3,1,1,2,3
"23",2,1,3,1,2
"24",2,2,1,3,1
"25",2,3,1,1,1
"26",3,3,1,1,2
"27",1,3,1,3,2
"28",3,2,2,2,3
"29",3,1,3,2,2
"30",2,3,1,2,3
"31",2,1,1,1,3
"32",3,1,2,1,1
"33",1,2,1,1,2
"34",3,3,2,3,3
"35",1,2,1,3,3
"36",1,1,3,2,1
