"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,3,2,3,2,1,1,3,1,2,1,3,2,2,2
"2",1,1,1,2,3,1,3,3,2,1,2,2,2,1,3
"3",3,1,1,1,2,3,2,2,2,1,3,2,1,3,3
"4",2,2,3,1,3,1,2,3,2,1,3,3,3,2,3
"5",3,3,1,2,1,3,2,3,2,2,1,1,1,1,2
"6",3,3,1,3,3,1,2,2,3,1,1,3,3,2,2
"7",3,2,2,1,2,3,1,1,2,3,1,3,3,2,1
"8",1,3,2,2,3,3,2,3,3,2,2,3,1,3,1
"9",1,1,3,1,2,1,2,2,1,1,3,1,2,1,2
"10",1,1,2,1,3,2,2,1,3,3,1,1,2,2,3
"11",1,2,1,2,2,1,2,1,3,3,3,3,2,3,1
"12",1,2,3,3,1,1,3,2,3,2,3,1,1,2,3
"13",1,3,3,1,1,3,3,3,1,3,2,2,2,2,2
"14",1,3,3,3,1,2,2,1,3,3,2,2,3,1,2
"15",2,1,3,2,1,2,2,1,1,1,1,3,2,1,1
"16",2,1,2,2,1,3,3,1,3,1,3,2,3,2,1
"17",3,2,2,3,1,3,2,3,1,1,2,2,3,1,3
"18",3,1,1,2,1,2,3,3,1,2,3,3,3,2,2
"19",2,2,2,2,3,3,1,2,1,1,1,1,1,2,3
"20",1,3,2,1,3,2,1,1,2,1,3,2,1,3,2
"21",3,2,3,1,3,3,3,2,3,2,2,1,3,1,2
"22",2,2,1,3,1,1,1,1,2,1,2,1,3,3,2
"23",2,1,3,3,2,2,1,3,1,3,3,2,1,2,1
"24",2,3,2,2,3,1,3,2,2,3,3,1,3,1,1
"25",1,2,1,1,1,3,1,3,2,2,3,1,2,2,1
"26",2,1,2,3,3,2,3,3,3,1,2,1,1,3,2
"27",1,2,1,2,2,2,3,2,1,1,1,1,3,3,1
"28",2,1,3,1,1,1,2,3,2,2,1,2,3,3,1
"29",1,3,3,3,2,3,3,1,2,1,1,2,1,2,1
"30",3,2,1,1,3,1,3,1,1,2,2,2,1,2,1
"31",1,1,2,3,2,3,3,2,2,3,2,3,3,3,3
"32",2,1,1,3,3,3,1,2,3,2,1,2,2,1,1
"33",3,1,2,3,1,2,2,2,2,3,2,1,1,1,1
"34",1,1,1,1,3,2,1,2,1,2,2,3,3,1,2
"35",2,3,1,1,1,2,3,1,3,2,1,2,2,3,3
"36",2,3,1,2,2,2,1,3,3,3,3,1,3,2,3
"37",1,2,1,2,1,1,1,2,2,3,1,2,1,1,3
"38",3,3,2,3,2,2,3,1,2,2,3,3,2,1,3
"39",3,2,3,2,1,3,1,2,3,1,3,3,2,3,2
"40",3,1,3,2,2,1,1,1,3,2,2,3,1,2,3
"41",3,3,2,1,2,1,1,3,3,1,2,2,2,1,1
"42",3,3,3,3,3,2,2,2,1,2,3,1,2,3,1
"43",2,2,1,3,3,3,2,1,1,3,3,3,1,1,2
"44",3,2,3,3,3,2,1,3,2,3,1,2,2,3,3
"45",2,3,3,2,2,3,1,1,1,2,2,1,3,3,3
"46",3,1,2,2,2,1,3,1,1,3,1,1,2,3,2
"47",2,2,3,1,2,2,3,3,3,3,1,3,1,1,2
"48",2,3,2,1,1,1,2,2,1,3,2,3,1,3,3
