"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,2,2,1,2,3,2,1,3,3,1,1,1
"2",3,3,3,2,3,3,2,2,1,3,2,3,3
"3",2,3,1,3,3,2,1,1,2,3,3,2,3
"4",3,2,1,2,1,1,1,3,3,2,2,3,3
"5",2,3,2,1,1,3,1,1,1,2,3,3,2
"6",2,3,1,3,3,3,2,3,3,2,1,1,2
"7",3,3,1,1,2,2,1,3,2,1,2,2,1
"8",3,1,2,3,1,2,2,2,1,1,1,1,2
"9",2,1,3,2,3,2,1,1,3,2,1,3,1
"10",2,3,3,2,2,2,3,1,1,1,3,1,1
"11",1,2,2,3,1,1,1,1,2,3,2,1,1
"12",3,1,3,2,2,3,1,3,2,3,3,1,2
"13",2,1,1,1,3,3,3,2,2,1,1,3,2
"14",2,1,3,2,1,3,2,3,3,1,2,2,1
"15",2,2,3,3,2,1,3,2,3,3,1,2,3
"16",2,2,3,3,3,1,2,3,2,1,3,3,2
"17",2,1,2,1,2,1,1,3,1,3,1,2,3
"18",3,1,3,1,1,1,3,1,2,2,3,2,2
"19",1,2,2,3,1,2,3,3,1,3,2,3,2
"20",1,1,1,2,3,2,3,1,1,2,2,1,3
"21",1,2,1,2,1,3,1,2,1,2,1,2,1
"22",1,2,3,1,3,1,1,2,1,1,2,1,2
"23",3,2,1,3,1,3,3,1,2,1,2,2,3
"24",1,3,3,1,1,2,2,3,2,2,1,1,3
"25",3,3,2,2,3,1,3,3,1,2,1,2,1
"26",3,2,2,1,3,2,2,2,3,1,3,1,3
"27",2,3,1,2,1,1,3,2,3,3,3,1,2
"28",1,3,2,2,2,1,2,1,2,1,1,3,3
"29",3,1,1,3,2,1,2,2,1,2,3,3,1
"30",1,2,2,1,3,3,3,3,2,3,3,2,1
"31",1,1,2,3,2,3,1,2,3,1,3,2,3
"32",1,3,3,3,2,2,3,2,3,2,2,3,1
"33",1,1,1,1,2,2,2,1,3,3,2,3,2
