"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,1,3,2,1,2,3,4,1,2
"2",2,1,5,6,4,2,6,2,4,3
"3",4,1,3,4,5,6,6,5,3,5
"4",2,6,5,4,4,4,4,2,1,6
"5",4,3,5,1,2,5,6,3,2,1
"6",2,3,1,5,5,6,3,1,2,3
"7",3,2,4,3,1,3,5,1,6,6
"8",5,5,2,3,1,5,2,5,2,6
"9",5,2,5,2,5,1,3,3,5,6
"10",4,4,3,1,2,1,4,5,6,3
"11",5,2,2,5,6,3,3,6,4,1
"12",3,5,3,2,6,4,6,1,5,2
"13",4,6,1,3,2,2,1,2,4,1
"14",2,4,1,4,6,2,2,4,6,5
"15",3,4,1,6,3,4,5,6,1,2
"16",1,2,2,3,3,6,5,4,6,1
"17",6,1,4,4,3,1,2,1,2,2
"18",4,4,6,6,6,5,5,4,4,6
"19",6,3,6,2,4,4,2,5,6,2
"20",3,3,3,5,4,1,1,6,3,6
"21",1,5,4,6,5,3,2,3,5,1
"22",6,1,1,5,2,4,4,3,5,5
"23",2,6,4,2,2,6,3,6,4,5
"24",5,3,2,2,5,2,5,2,1,5
"25",3,6,6,3,5,1,4,5,2,1
"26",1,3,5,4,1,5,1,5,5,3
"27",5,4,6,5,1,6,4,2,3,2
"28",5,6,3,6,3,5,3,1,6,4
"29",1,5,2,5,1,1,6,3,3,4
"30",6,6,1,1,4,3,5,4,3,3
"31",1,4,6,1,3,3,2,1,3,5
"32",1,2,4,1,6,4,4,6,2,4
"33",6,5,4,3,6,6,1,3,1,3
"34",6,5,5,4,3,2,6,6,5,4
"35",3,1,2,1,4,5,1,2,4,4
"36",4,2,6,6,2,3,1,4,1,4
