"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,3,5,3,5,1,2,3,3,1,5
"2",2,3,1,4,1,4,5,3,3,1,1
"3",3,1,1,4,3,1,4,1,2,3,1
"4",3,2,4,3,1,5,1,2,4,2,5
"5",1,3,1,2,2,3,1,3,5,5,2
"6",2,4,2,5,4,1,4,4,2,5,2
"7",4,3,1,1,2,5,2,2,1,3,3
"8",2,3,1,4,5,5,3,5,2,4,4
"9",5,3,4,5,3,5,3,4,2,1,5
"10",1,2,2,5,5,5,1,3,3,3,2
"11",1,4,4,4,1,3,4,1,5,1,3
"12",1,1,4,4,2,2,5,2,3,5,4
"13",5,4,2,2,1,4,2,5,4,3,4
"14",3,1,2,5,2,2,2,4,5,1,4
"15",2,3,2,1,1,3,5,2,2,4,5
"16",4,4,3,4,2,1,5,5,1,2,4
"17",5,2,5,2,2,4,2,1,2,2,2
"18",4,5,4,1,4,3,1,4,3,1,1
"19",3,5,4,2,2,1,4,4,4,4,5
"20",4,2,3,2,5,1,5,2,4,1,2
"21",3,2,4,5,2,4,3,5,3,5,1
"22",1,2,1,3,3,4,5,4,5,3,5
"23",3,3,4,3,1,1,2,1,1,5,3
"24",4,1,3,3,4,3,1,5,2,5,5
"25",5,2,1,4,5,2,2,4,4,5,3
"26",1,2,3,2,1,2,3,5,2,1,1
"27",5,3,5,3,4,2,5,5,5,4,2
"28",2,4,1,2,3,2,1,1,2,2,5
"29",3,4,2,1,2,5,5,4,4,2,2
"30",2,1,5,5,3,3,4,5,4,2,3
"31",5,1,1,1,4,3,4,3,3,2,5
"32",5,1,3,3,1,5,4,4,1,4,2
"33",4,2,2,2,3,5,4,1,5,5,4
"34",5,4,3,5,5,3,5,1,3,3,5
"35",4,4,5,4,3,4,1,3,4,5,4
"36",1,5,3,5,2,4,2,3,1,4,5
"37",3,5,5,2,5,4,5,2,2,5,3
"38",2,5,5,4,1,2,1,4,2,3,2
"39",2,1,4,2,5,3,5,3,1,3,2
"40",1,5,2,3,4,1,3,2,4,2,4
"41",1,3,5,1,4,4,4,4,1,2,4
"42",4,1,5,1,1,1,3,3,5,3,3
"43",1,4,5,3,3,5,3,1,3,4,1
"44",1,2,3,1,3,1,1,5,3,4,3
"45",4,2,5,5,4,2,3,1,1,3,4
"46",4,5,1,5,1,3,3,2,4,4,2
"47",3,4,1,3,5,3,2,5,1,2,1
"48",5,5,2,1,3,2,3,3,1,5,1
"49",3,1,2,4,4,4,1,2,1,1,3
"50",2,1,3,1,4,4,2,1,4,4,1
"51",5,3,3,5,3,1,1,2,5,2,1
"52",4,5,4,4,4,5,4,3,5,3,1
"53",3,4,4,1,5,2,2,2,5,4,4
"54",5,5,2,3,2,2,4,1,3,1,3
"55",2,5,3,2,5,5,3,5,5,1,3
