"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",4,1,1,2,1,1,3,1,1,3,2,1,2,2,2
"2",4,2,1,4,4,3,4,3,4,3,1,3,2,1,3
"3",2,1,2,3,3,4,3,4,2,4,1,2,1,2,1
"4",2,4,3,2,1,1,2,2,1,1,3,1,4,2,1
"5",4,1,2,1,3,2,1,3,4,1,4,1,3,3,3
"6",2,1,4,1,3,2,2,3,3,4,1,3,4,1,2
"7",3,1,3,2,4,4,1,2,1,3,1,3,3,2,4
"8",1,3,4,2,1,3,2,4,1,1,4,3,1,3,2
"9",4,2,4,3,1,4,4,2,2,2,1,2,4,4,2
"10",3,2,2,4,4,1,2,1,2,4,4,3,3,4,1
"11",2,4,4,1,4,4,3,3,3,2,4,4,3,3,3
"12",1,2,4,3,4,3,1,2,4,1,2,4,4,2,2
"13",3,4,2,4,1,2,4,3,2,3,4,2,1,4,3
"14",4,2,3,4,2,4,1,4,4,3,4,2,4,2,2
"15",4,3,3,4,3,2,4,4,1,1,3,3,3,2,4
"16",3,3,2,1,1,3,3,2,4,4,2,3,4,3,4
"17",1,3,1,1,1,3,1,3,3,3,1,2,3,4,1
"18",3,1,4,3,2,1,3,2,4,2,4,3,1,1,4
"19",2,1,2,4,2,3,2,4,1,2,2,4,4,4,3
"20",2,4,1,2,4,2,2,4,4,4,3,2,1,2,4
"21",1,1,4,4,4,2,3,3,1,2,3,2,2,3,1
"22",1,3,2,3,4,4,3,1,1,3,3,1,4,1,3
"23",4,3,4,3,1,1,2,3,3,4,2,4,1,2,3
"24",1,1,3,2,1,4,2,1,4,4,3,3,2,4,3
"25",4,3,3,1,4,1,1,2,1,3,3,2,1,3,2
"26",2,1,3,2,4,2,4,1,3,1,2,2,1,3,4
"27",3,3,4,2,3,4,4,3,3,3,3,1,1,1,1
"28",3,2,4,1,2,2,3,4,1,4,2,1,2,4,3
"29",2,3,4,4,3,3,1,2,2,4,4,1,2,3,4
"30",1,3,2,1,3,1,4,2,2,2,1,4,2,4,4
"31",3,3,1,4,3,1,2,1,3,2,1,1,4,2,3
"32",1,4,2,4,2,4,4,3,3,1,2,1,2,2,4
"33",3,4,3,3,4,3,2,4,4,2,1,1,2,4,2
"34",3,4,1,3,3,4,1,3,1,4,2,4,3,3,1
"35",1,4,3,4,2,2,3,2,2,4,1,4,1,1,2
"36",1,2,3,3,1,1,1,4,2,3,2,1,3,1,4
"37",2,2,1,3,2,2,1,1,1,1,1,3,1,3,3
"38",4,4,4,1,2,3,2,1,2,1,1,2,3,1,3
"39",3,2,3,2,2,1,4,4,4,1,1,4,3,3,1
"40",1,1,1,3,2,1,4,4,3,4,3,3,4,3,3
"41",1,4,1,2,3,1,1,3,3,2,4,3,2,1,2
"42",2,4,4,4,3,1,3,1,4,3,2,2,3,4,2
"43",4,3,1,3,4,4,3,2,3,1,3,4,1,4,2
"44",2,3,2,3,1,2,4,1,4,2,4,4,3,2,1
"45",4,4,3,2,2,2,1,1,3,3,3,4,4,4,4
"46",2,2,1,1,2,3,4,2,1,4,4,2,3,1,2
"47",4,1,3,1,3,3,4,1,2,3,4,4,2,2,1
"48",3,1,2,4,1,3,1,2,3,1,3,2,2,1,1
"49",1,2,2,1,2,4,2,1,4,2,2,1,1,3,1
"50",3,2,1,1,1,4,2,4,2,2,3,4,2,1,4
"51",4,4,2,2,4,2,3,4,2,2,2,3,4,1,1
"52",2,2,1,2,3,3,3,3,2,1,4,1,4,4,4
