"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,2,1,3,3,3,3,2,1,1,1,2,2
"2",2,1,1,1,3,2,2,3,1,2,3,3,2
"3",3,1,3,2,1,2,3,3,3,1,2,3,2
"4",2,1,3,2,2,1,3,1,1,2,1,1,3
"5",1,1,3,3,2,2,1,2,2,3,2,3,3
"6",2,2,2,3,2,2,3,3,3,3,3,1,1
"7",3,2,1,3,1,1,1,1,2,2,2,3,2
"8",2,3,3,3,3,1,2,3,3,2,1,2,2
"9",2,3,1,2,1,2,3,1,3,1,3,2,3
"10",1,3,1,2,3,2,1,1,1,3,2,1,2
"11",3,3,2,1,3,3,3,3,2,3,2,2,3
"12",2,1,1,1,1,3,2,2,2,3,1,1,2
"13",3,2,3,1,3,2,2,1,2,1,1,1,1
"14",2,2,3,2,1,3,1,3,1,3,3,2,1
"15",1,1,2,1,1,2,1,1,3,2,1,2,1
"16",2,3,2,1,2,3,1,2,3,1,2,3,1
"17",3,1,1,2,3,1,3,2,3,3,2,2,1
"18",1,3,1,2,2,1,2,3,2,1,1,3,1
"19",1,2,2,1,1,1,2,3,1,1,2,1,3
"20",1,3,3,3,1,3,3,2,2,2,2,1,1
"21",1,2,3,2,3,3,2,1,3,2,3,3,3
"22",3,3,2,3,1,2,2,2,1,3,1,3,3
"23",3,3,3,1,2,1,1,2,1,2,3,2,2
"24",3,1,2,3,2,3,2,1,1,1,3,2,1
"25",1,2,2,1,2,1,3,1,2,3,3,3,2
"26",2,1,2,3,3,1,1,2,2,1,3,1,3
"27",3,2,1,2,2,3,1,3,3,2,1,1,3
