"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,3,1,2,3,1,3,1,2,2,3,2
"2",3,3,2,2,1,1,2,3,1,3,2,1
"3",3,1,2,1,3,1,2,2,1,3,1,2
"4",2,2,3,2,1,3,3,2,2,3,3,1
"5",2,1,1,1,2,1,2,1,2,1,3,3
"6",1,2,3,1,3,3,3,3,2,2,1,1
"7",2,3,3,3,3,1,2,3,3,2,3,1
"8",2,1,2,2,3,3,2,3,3,3,1,3
"9",1,3,2,1,2,1,2,2,3,2,2,3
"10",3,1,3,2,1,2,3,1,3,2,2,2
"11",1,2,1,1,3,1,1,2,1,1,2,1
"12",1,3,2,1,1,3,3,1,2,3,2,3
"13",2,2,1,2,1,1,1,1,2,3,1,2
"14",1,1,3,3,2,1,2,1,2,1,1,2
"15",1,2,2,1,1,1,1,3,3,3,3,2
"16",1,2,1,3,3,3,2,1,3,2,3,2
"17",2,1,3,1,1,3,2,2,3,1,3,2
"18",3,2,1,1,2,2,3,1,3,3,2,1
"19",3,2,1,3,3,2,1,3,1,2,2,2
"20",2,2,3,3,3,1,3,1,1,3,2,3
"21",1,1,1,2,2,1,3,2,2,3,3,1
"22",1,2,3,1,2,2,1,2,1,2,1,3
"23",2,1,2,1,3,2,1,1,3,2,1,1
"24",2,3,3,1,2,1,3,3,1,1,2,2
"25",2,1,1,1,1,2,3,3,1,2,1,3
"26",2,3,1,2,3,2,3,2,3,1,1,3
"27",1,1,1,3,1,3,2,2,1,3,2,2
"28",3,1,3,2,2,3,1,1,1,2,3,1
"29",3,3,2,1,1,2,2,1,2,1,1,1
"30",2,2,2,3,1,2,1,1,1,1,3,1
"31",1,3,3,2,3,2,1,1,3,1,2,2
"32",3,1,2,3,3,3,3,2,2,1,2,1
"33",3,1,1,3,1,1,1,2,3,2,2,3
"34",1,2,2,3,1,1,3,2,3,2,1,1
"35",3,2,3,1,3,2,2,2,2,3,3,3
"36",3,2,2,3,2,2,3,3,3,1,3,3
"37",3,3,3,3,2,3,1,2,3,3,1,2
"38",2,3,2,2,3,3,1,2,1,3,3,3
"39",1,3,1,3,2,2,2,3,2,3,1,1
"40",3,2,1,2,2,3,2,1,1,1,1,3
"41",2,1,3,2,2,2,1,3,2,3,2,1
"42",1,3,3,3,1,2,2,2,1,2,3,3
"43",1,1,2,3,2,3,1,3,2,1,2,3
"44",2,3,1,2,1,3,2,3,3,1,2,1
"45",1,1,2,2,3,2,3,3,1,1,3,2
"46",3,2,3,2,1,1,1,3,2,1,1,3
"47",2,3,2,3,2,3,3,1,1,2,1,2
"48",3,3,1,1,2,3,1,3,2,2,3,2
