"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,5,3,6,2,4,6,6,3,3,2
"2",1,1,4,4,2,4,3,2,2,5,6
"3",3,3,2,4,6,5,5,6,1,2,4
"4",5,6,1,5,2,1,5,4,2,3,3
"5",2,6,3,1,6,4,2,2,1,4,4
"6",3,3,4,5,2,2,6,5,6,4,6
"7",2,2,6,6,1,3,1,4,4,3,4
"8",1,2,2,3,3,1,3,5,2,1,5
"9",5,3,5,1,2,4,1,4,1,1,2
"10",6,4,2,6,1,5,3,5,6,5,4
"11",5,1,4,1,5,1,3,6,4,4,3
"12",4,3,6,2,1,6,4,5,3,4,1
"13",5,3,3,6,6,3,4,2,6,1,2
"14",4,2,3,2,5,6,1,4,6,2,6
"15",6,4,6,3,5,3,5,5,1,5,6
"16",3,5,5,2,3,5,2,6,2,6,5
"17",3,3,4,6,4,1,3,4,1,6,1
"18",1,4,4,3,5,6,5,1,3,5,1
"19",4,1,5,6,4,6,6,3,2,3,5
"20",5,4,4,3,1,2,1,2,4,6,2
"21",1,1,3,1,3,5,5,4,5,6,4
"22",1,6,5,2,6,1,4,4,4,3,6
"23",5,6,2,4,6,6,6,4,4,6,3
"24",3,5,1,6,4,4,1,3,4,6,6
"25",4,1,1,4,6,2,2,5,3,5,2
"26",6,6,4,5,4,3,2,6,3,1,5
"27",6,5,1,2,5,5,3,3,2,3,1
"28",6,2,3,5,3,6,1,2,1,4,3
"29",5,3,6,4,6,5,2,1,5,4,5
"30",2,5,6,4,4,6,3,5,5,1,2
"31",1,3,1,2,4,3,2,1,6,3,3
"32",3,6,5,3,1,5,5,2,6,2,3
"33",2,6,2,3,3,2,1,6,5,4,1
"34",5,1,1,3,1,4,4,6,5,3,5
"35",3,1,2,5,2,5,2,1,4,2,1
"36",4,5,6,1,2,1,2,3,6,5,4
"37",3,1,6,3,5,2,6,2,3,1,4
"38",4,5,3,4,1,2,3,1,1,2,6
"39",2,2,5,5,5,4,4,6,6,6,3
"40",2,4,1,1,2,6,4,3,3,1,6
"41",1,4,5,5,6,2,1,3,2,2,3
"42",4,4,3,1,4,3,6,5,5,2,1
"43",6,2,5,4,3,1,5,3,5,2,1
"44",2,2,2,2,1,3,6,3,1,5,2
"45",2,4,1,5,5,1,5,2,5,4,5
"46",6,2,2,1,4,2,4,1,3,6,5
"47",6,5,4,2,3,4,6,1,4,1,4
"48",4,6,6,6,3,3,4,1,2,5,2
