"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,4,2,2,2,2,4,3,1,2,1,1
"2",1,1,2,3,3,2,1,2,1,3,4,1
"3",2,2,1,1,4,3,3,3,4,1,3,1
"4",4,1,3,2,4,4,4,1,3,3,2,2
"5",3,1,4,1,2,3,2,4,1,2,2,4
"6",4,2,3,3,3,1,3,4,4,4,4,3
"7",3,3,4,4,4,1,1,3,2,1,2,2
"8",3,3,1,1,1,1,2,1,2,4,3,2
"9",4,4,1,3,3,3,1,2,4,3,2,4
"10",1,3,2,3,4,4,2,4,2,4,1,3
"11",3,3,2,4,2,4,3,1,1,1,4,3
"12",2,2,4,4,1,3,3,2,3,4,1,1
"13",2,1,1,4,1,2,4,3,3,2,3,4
"14",1,4,4,1,3,2,4,2,2,3,3,4
"15",1,2,3,2,2,1,2,1,4,1,1,3
"16",2,4,3,2,1,4,1,4,3,2,4,2
