"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,2,1,2,1,3,4,4,1
"2",6,5,2,6,4,4,3,2,6
"3",6,2,1,3,5,6,5,3,3
"4",1,6,3,6,3,3,1,3,4
"5",1,3,5,3,3,1,6,5,2
"6",4,5,2,2,6,1,2,4,1
"7",2,6,4,1,6,3,5,2,3
"8",3,6,6,5,5,5,6,4,4
"9",1,4,1,5,5,2,4,1,3
"10",5,6,3,3,1,4,2,1,2
"11",6,4,5,4,6,3,1,5,5
"12",6,2,3,1,3,2,1,2,4
"13",4,1,4,6,1,5,1,5,3
"14",3,6,1,1,2,2,3,5,5
"15",4,1,2,4,3,3,6,1,2
"16",3,3,4,2,5,6,1,1,4
"17",4,3,3,1,5,4,6,6,6
"18",3,1,3,5,6,1,4,3,6
"19",5,3,1,5,3,6,2,4,5
"20",2,2,6,3,2,3,2,6,6
"21",5,3,6,4,6,5,4,2,1
"22",6,5,4,5,2,2,6,3,1
"23",5,2,4,6,5,2,3,6,2
"24",5,1,6,2,4,2,5,4,5
"25",3,2,5,6,2,4,5,1,5
"26",4,5,5,3,4,1,3,1,6
"27",2,4,3,6,4,6,5,5,1
"28",1,5,4,4,1,6,4,4,6
"29",5,4,2,4,1,1,5,6,4
"30",1,1,5,1,4,4,2,3,1
"31",2,4,2,2,2,5,6,2,5
"32",4,4,6,1,2,6,3,3,2
"33",1,1,2,3,6,5,3,5,4
"34",2,5,1,4,4,4,1,6,2
"35",6,6,5,2,3,5,4,6,3
"36",2,3,6,5,1,1,2,2,3
