"","V1","V2","V3","V4","V5","V6"
"1",3,1,3,1,1,2
"2",3,3,3,3,2,1
"3",1,3,2,2,3,3
"4",1,2,2,3,1,3
"5",2,1,2,3,2,3
"6",1,3,1,3,2,2
"7",1,2,3,2,1,1
"8",2,2,1,1,1,1
"9",3,3,1,2,1,2
"10",2,1,2,1,3,3
"11",1,1,1,2,1,3
"12",1,3,3,2,2,2
"13",2,3,3,3,1,3
"14",3,1,1,2,2,1
"15",1,3,2,1,1,1
"16",1,1,1,1,3,2
"17",2,2,2,2,2,2
"18",2,1,1,3,1,2
"19",3,3,1,1,2,3
"20",3,1,3,2,3,3
"21",2,2,3,2,3,2
"22",3,1,2,3,1,1
"23",3,2,1,3,3,3
"24",1,1,3,3,3,1
"25",2,2,2,2,2,2
"26",2,3,3,1,3,2
"27",2,1,3,1,2,1
"28",3,3,2,3,3,2
"29",2,3,1,2,3,1
"30",3,2,2,1,1,3
"31",1,2,1,3,2,1
"32",1,2,3,1,2,3
"33",3,2,2,1,3,1
