"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,3,2,1,3,2,4,1,5,3,5,2
"2",4,4,2,4,2,2,1,5,5,2,4,2
"3",2,2,2,3,1,4,1,2,5,4,2,5
"4",3,5,2,3,3,3,5,5,1,5,4,5
"5",1,5,4,5,1,4,2,3,4,3,3,1
"6",5,3,1,5,2,5,4,3,4,5,5,3
"7",5,2,3,3,1,1,5,3,2,2,5,1
"8",4,4,4,5,5,2,5,4,4,4,4,4
"9",1,5,5,3,4,2,4,4,2,1,3,2
"10",3,3,5,1,5,1,3,3,1,4,2,5
"11",2,1,2,3,5,4,2,4,2,4,5,1
"12",4,3,3,1,1,5,2,4,1,1,4,3
"13",1,1,1,4,2,3,3,4,1,2,1,3
"14",2,5,3,4,4,1,1,2,1,3,5,3
"15",5,4,5,2,4,4,3,2,3,5,4,1
"16",5,1,4,3,5,2,3,1,4,2,2,3
"17",1,4,3,1,5,3,2,5,4,5,1,3
"18",5,5,1,1,1,3,3,1,2,4,3,4
"19",1,2,4,2,2,2,1,3,2,5,4,4
"20",3,1,5,1,3,3,1,2,4,1,3,1
"21",3,4,5,5,2,3,2,1,3,1,5,5
"22",2,2,4,2,4,5,3,5,5,2,5,4
"23",5,2,1,2,4,1,2,4,4,3,3,5
"24",2,4,4,3,2,5,4,1,1,4,2,2
"25",4,2,3,5,3,2,2,1,2,5,1,2
"26",5,3,5,4,3,5,1,5,2,3,1,4
"27",3,1,5,4,1,1,4,4,5,5,3,3
"28",2,3,1,5,3,1,3,5,3,1,2,1
"29",3,3,1,4,4,3,5,2,5,4,1,1
"30",4,2,2,5,5,4,4,2,1,1,3,4
"31",1,1,3,4,4,5,5,1,3,3,4,5
"32",2,4,2,2,1,1,5,2,3,2,1,4
"33",4,1,4,1,2,4,5,5,3,3,2,2
"34",3,5,1,2,5,5,1,3,3,2,2,2
"35",4,5,3,2,3,4,4,3,5,1,1,5
