"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,3,1,2,2,2,1,3,1,1,2,2,3
"2",2,1,1,1,2,1,2,3,1,2,1,3,1
"3",3,2,3,3,2,1,3,2,2,1,1,1,1
"4",1,3,2,1,1,2,1,1,2,1,1,2,1
"5",2,1,3,2,3,2,1,1,1,3,2,1,1
"6",1,1,1,3,1,1,1,2,3,2,2,1,2
"7",2,1,3,3,1,3,2,1,2,1,2,3,3
"8",3,2,2,3,3,3,1,2,2,3,1,3,2
"9",1,3,3,2,1,2,3,3,1,3,2,3,2
"10",1,2,1,2,3,3,2,3,2,1,3,1,2
"11",3,2,1,1,3,1,3,1,2,3,2,2,3
"12",2,3,1,2,2,3,3,1,3,2,3,3,1
"13",3,2,2,3,1,2,2,3,3,3,3,2,1
"14",2,3,3,1,2,3,2,2,3,3,1,1,3
"15",2,2,3,1,3,1,1,2,3,1,3,3,2
"16",3,1,2,1,1,3,3,2,1,2,3,1,2
"17",1,3,2,3,2,1,2,1,1,2,3,2,3
"18",1,1,2,2,3,2,3,3,3,2,1,2,3
