"","V1","V2","V3","V4","V5","V6","V7"
"1",3,3,3,1,2,3,3
"2",2,3,3,1,1,1,1
"3",1,2,1,1,2,3,1
"4",3,2,2,3,2,1,1
"5",2,3,2,2,2,2,2
"6",1,2,3,1,3,2,3
"7",2,3,3,3,3,3,1
"8",3,1,2,3,3,3,2
"9",3,1,3,3,1,2,3
"10",3,1,1,1,2,1,3
"11",1,3,2,3,1,3,3
"12",2,2,1,2,1,2,3
"13",1,3,3,3,2,2,2
"14",1,3,2,2,3,1,1
"15",1,1,3,1,2,1,2
"16",3,3,1,2,1,1,2
"17",2,2,3,3,2,1,3
"18",2,1,1,3,1,1,1
"19",1,1,2,3,2,2,1
"20",2,1,2,2,2,2,3
"21",3,3,1,3,3,2,3
"22",3,3,1,2,2,3,1
"23",3,1,3,2,3,1,2
"24",2,2,3,2,3,3,2
"25",2,1,1,1,3,2,1
"26",3,2,2,1,3,2,1
"27",3,2,3,2,1,2,1
"28",1,3,1,1,1,2,2
"29",1,1,1,2,3,3,3
"30",3,2,2,1,1,3,2
"31",2,1,2,1,1,3,2
"32",2,3,2,1,3,1,3
"33",1,2,2,2,1,1,3
"34",1,2,1,3,3,1,2
"35",2,2,1,3,2,3,2
"36",1,1,3,2,1,3,1
