"","V1","V2","V3","V4","V5","V6"
"1",3,2,3,2,2,1
"2",1,3,1,1,2,1
"3",3,3,2,3,1,1
"4",2,2,3,2,1,1
"5",3,1,1,1,2,2
"6",1,3,1,3,2,3
"7",1,1,3,2,3,3
"8",2,1,2,1,2,1
"9",1,2,3,3,1,3
"10",2,2,3,2,3,2
"11",2,2,1,3,2,1
"12",3,1,1,3,3,3
"13",3,3,1,2,1,3
"14",3,1,3,3,1,3
"15",3,2,2,1,2,3
"16",2,3,2,3,3,3
"17",2,3,3,1,1,1
"18",1,1,1,3,1,1
"19",2,3,1,1,3,2
"20",3,3,1,2,3,1
"21",2,2,2,2,1,3
"22",1,1,2,3,3,2
"23",2,3,2,2,3,2
"24",1,2,1,1,3,3
"25",2,1,1,1,1,3
"26",2,3,1,3,1,2
"27",3,3,3,1,3,3
"28",1,1,2,2,2,3
"29",3,1,3,1,3,1
"30",1,2,3,1,2,2
"31",1,1,2,2,2,1
"32",1,1,3,1,1,2
"33",3,2,1,1,1,1
"34",3,2,1,3,2,2
"35",2,1,2,1,2,3
"36",3,2,3,2,2,2
"37",3,1,2,2,1,2
"38",2,1,1,2,3,1
"39",1,3,2,2,1,2
"40",2,1,3,3,2,1
"41",2,3,3,2,2,3
"42",1,3,3,3,3,1
"43",1,2,1,2,1,2
"44",3,2,2,3,3,2
"45",2,2,2,3,3,2
"46",3,3,3,3,2,2
"47",1,2,2,1,3,1
"48",1,3,2,1,1,3
