"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,3,1,5,4,3,2,2,1,4
"2",1,3,2,1,2,5,2,1,2,3
"3",1,5,5,3,2,3,1,5,3,2
"4",5,5,1,4,1,4,3,4,3,4
"5",2,3,4,5,1,4,1,2,4,3
"6",1,2,4,2,2,4,2,4,5,5
"7",3,1,2,4,2,2,3,1,5,5
"8",5,2,1,2,4,4,4,1,4,3
"9",2,5,3,1,3,5,5,2,5,4
"10",3,2,3,4,1,5,4,5,5,2
"11",3,3,2,5,4,5,5,4,3,3
"12",1,5,3,4,4,4,4,3,3,1
"13",2,3,5,1,3,1,4,2,5,1
"14",2,2,2,2,1,3,5,4,1,1
"15",4,3,1,4,4,2,5,5,2,1
"16",4,5,1,3,2,5,4,2,1,2
"17",3,1,1,1,3,4,1,5,3,1
"18",5,3,5,3,3,2,5,4,4,5
"19",4,4,4,5,2,3,5,1,4,1
"20",2,1,5,5,3,3,4,5,2,4
"21",4,3,3,1,5,3,1,3,5,3
"22",5,4,5,4,4,5,2,2,4,5
"23",4,1,5,5,5,4,3,3,5,2
"24",5,5,4,1,3,2,2,3,1,3
"25",3,4,5,2,1,5,2,3,2,1
"26",2,4,3,2,2,2,3,5,1,4
"27",2,5,4,5,1,2,4,3,2,5
"28",1,2,3,4,5,1,3,5,4,4
"29",5,4,2,4,3,3,1,1,2,2
"30",5,1,3,2,2,4,5,2,2,4
"31",3,3,5,3,5,2,4,1,1,4
"32",4,2,5,1,1,3,3,1,3,5
"33",4,5,3,5,5,1,3,2,2,3
"34",5,2,2,5,2,1,2,3,3,1
"35",4,3,1,2,1,2,1,3,5,4
"36",3,2,4,2,5,2,5,2,3,2
"37",2,1,3,3,1,1,2,1,2,2
"38",2,4,2,3,5,4,3,1,5,1
"39",5,4,4,3,1,1,4,5,5,3
"40",1,2,4,4,3,5,3,1,1,2
"41",2,2,1,3,5,5,1,3,2,5
"42",4,4,3,5,3,4,1,5,1,5
"43",3,2,5,4,2,1,1,4,1,3
"44",1,1,3,2,4,2,1,2,4,1
"45",4,1,2,3,3,5,2,4,4,4
"46",3,5,2,2,5,3,4,5,4,5
"47",3,4,1,1,2,1,3,4,4,2
"48",5,1,4,3,5,3,2,4,1,1
"49",3,5,4,2,4,1,1,1,3,4
"50",5,3,4,1,4,5,3,5,3,2
"51",1,4,1,3,3,1,5,2,3,5
"52",1,1,1,4,1,3,5,3,4,3
"53",2,5,2,5,4,2,2,4,5,2
"54",1,4,5,1,5,4,5,4,2,3
"55",4,1,2,1,4,1,4,3,1,5
