"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,1,3,2,2,1,1,3,1,3,2,3,2,3,3
"2",1,3,2,2,1,3,2,3,3,3,3,2,2,1,3
"3",3,2,1,3,2,1,3,2,1,2,3,1,3,2,3
"4",2,1,2,3,1,2,2,3,3,1,3,3,3,2,3
"5",1,1,1,3,1,1,2,2,2,3,2,2,1,1,1
"6",2,1,3,3,3,3,2,2,2,1,1,3,2,1,3
"7",3,2,3,2,3,2,1,3,2,3,3,3,3,1,1
"8",2,3,2,3,1,1,3,2,2,1,1,1,1,3,2
"9",3,3,2,1,3,1,3,2,1,3,2,2,2,1,3
"10",2,2,2,1,3,3,2,1,1,1,2,3,3,3,3
"11",1,1,2,1,1,2,3,3,1,3,3,2,3,2,2
"12",3,1,1,3,3,2,1,2,1,1,1,2,3,3,2
"13",3,2,2,3,2,3,3,2,2,3,1,3,2,3,1
"14",1,3,2,3,3,2,3,3,3,1,2,3,2,2,1
"15",3,1,3,2,1,3,3,1,2,2,2,1,3,2,3
"16",3,3,2,1,2,3,1,1,3,2,1,2,3,2,1
"17",2,3,2,2,3,1,2,2,3,3,3,1,3,3,1
"18",1,2,3,1,2,1,3,1,3,2,2,2,3,1,3
"19",2,1,2,1,3,2,3,2,3,2,1,1,1,1,1
"20",1,2,1,2,3,3,3,3,2,1,2,1,3,1,2
"21",3,3,1,2,2,2,2,3,1,1,2,1,1,1,1
"22",3,3,1,1,1,1,2,3,2,2,2,3,3,3,2
"23",3,3,3,2,2,3,3,2,3,1,3,2,1,3,3
"24",1,1,1,1,2,3,2,3,2,1,1,2,1,2,3
"25",2,1,1,2,2,1,1,1,3,1,3,2,3,1,2
"26",3,1,3,2,1,2,2,1,3,3,1,3,1,2,2
"27",3,2,1,1,1,2,1,2,2,2,2,3,1,1,3
"28",1,1,1,2,2,2,3,1,1,2,3,3,2,3,1
"29",3,1,3,1,3,1,2,1,2,1,2,1,2,2,1
"30",2,2,1,1,2,2,2,1,3,3,3,1,1,3,3
"31",3,2,2,3,1,2,2,1,1,1,3,2,2,1,1
"32",2,3,1,1,3,3,1,2,1,2,3,2,1,2,1
"33",2,3,1,3,2,2,1,3,2,3,1,1,3,2,3
"34",1,1,3,3,2,3,2,2,3,2,2,1,3,3,2
"35",3,1,2,1,3,3,1,3,2,2,3,1,2,3,2
"36",2,2,3,1,1,3,2,3,1,3,1,1,2,2,1
"37",3,2,1,3,3,3,3,1,3,3,3,2,2,2,2
"38",2,3,3,3,1,2,1,1,2,3,2,2,3,3,1
"39",3,2,3,3,2,1,1,3,3,2,1,2,1,1,2
"40",1,3,2,3,3,1,1,1,2,2,3,3,1,2,3
"41",2,1,2,3,2,3,1,1,1,3,2,1,1,1,2
"42",2,3,1,2,1,3,3,1,1,2,1,3,2,1,2
"43",1,2,3,3,3,2,2,3,1,2,2,1,1,3,3
"44",2,2,3,1,2,1,3,3,1,1,3,3,1,2,2
"45",1,3,3,2,2,1,2,2,1,2,1,3,3,1,1
"46",1,2,2,2,1,3,1,2,3,1,2,3,1,3,1
"47",1,2,2,2,1,1,1,1,1,1,1,1,2,2,3
"48",1,3,3,2,3,2,3,1,2,3,1,2,1,3,2
"49",2,1,1,2,1,1,3,3,3,2,1,2,2,3,1
"50",1,3,3,1,1,2,1,2,2,1,3,1,2,1,2
"51",1,2,1,1,3,1,1,2,3,3,1,3,2,2,2
