"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,3,3,2,1,2,3,1,1,2,3,4,1,1,4
"2",1,2,2,2,4,1,2,2,1,4,3,1,3,3,4
"3",1,3,1,1,1,3,2,3,3,2,4,2,4,1,2
"4",3,4,3,3,3,3,1,2,4,2,4,1,4,4,4
"5",2,2,1,3,4,4,1,3,1,1,3,4,3,3,2
"6",1,4,2,3,2,2,4,4,2,1,2,1,3,1,4
"7",3,2,2,1,4,3,4,1,2,2,1,1,3,1,1
"8",1,4,4,3,1,1,4,1,2,3,3,3,2,3,1
"9",4,2,3,1,1,1,3,2,4,1,2,1,2,3,2
"10",4,1,3,3,4,1,1,3,2,2,1,2,2,1,3
"11",1,3,3,2,3,1,3,4,4,3,1,4,4,1,2
"12",4,3,1,3,3,4,3,4,3,2,1,4,2,4,1
"13",2,2,3,4,4,3,4,2,1,3,1,3,1,4,4
"14",2,1,3,4,3,1,4,1,3,1,4,2,3,2,2
"15",1,2,4,4,2,4,2,2,4,2,4,4,2,1,3
"16",3,2,1,3,1,2,3,2,4,4,1,2,3,1,4
"17",4,2,4,1,2,4,4,3,3,1,3,3,4,2,4
"18",3,1,2,4,2,2,2,4,4,1,3,3,4,3,1
"19",4,4,2,2,3,4,1,1,3,4,3,3,1,1,2
"20",3,1,4,1,3,1,3,3,1,4,4,3,3,1,3
"21",3,1,4,2,4,2,2,1,3,3,2,4,4,4,2
"22",3,3,1,4,2,1,1,3,3,3,3,1,1,1,1
"23",1,4,3,4,4,4,3,3,3,4,2,2,3,3,1
"24",2,1,1,2,3,4,4,4,4,3,3,1,2,2,3
"25",2,4,1,2,2,1,4,3,1,2,2,2,4,4,2
"26",4,4,1,4,4,2,3,2,2,3,4,4,4,2,3
"27",2,3,4,4,3,4,1,4,2,3,2,2,4,2,4
"28",3,3,2,4,1,4,2,1,1,2,3,1,2,4,3
"29",4,4,3,1,1,3,1,4,1,3,2,4,3,3,3
"30",1,1,2,2,1,4,3,2,2,1,1,3,4,4,3
"31",4,1,1,2,2,3,3,1,2,3,4,2,1,3,4
"32",1,3,1,3,4,3,2,1,4,1,2,3,1,2,3
"33",4,3,4,4,2,2,1,1,2,1,1,3,3,3,2
"34",3,4,4,2,4,3,3,4,1,1,4,2,2,2,1
"35",2,1,4,2,1,3,1,3,4,2,1,2,1,3,1
"36",1,1,1,1,3,2,1,2,1,3,2,3,2,2,1
"37",3,1,2,4,1,3,4,4,2,4,2,4,1,2,2
"38",2,2,2,3,1,1,1,4,3,4,4,3,2,4,4
"39",4,3,4,3,4,2,4,3,4,4,3,2,1,4,3
"40",4,2,3,3,2,4,2,2,1,4,2,1,4,2,1
"41",3,4,2,1,3,1,2,3,3,1,1,4,1,3,4
"42",2,3,2,1,2,3,4,2,4,4,4,4,3,4,1
"43",2,4,4,1,2,2,2,1,3,4,1,1,2,2,3
"44",1,2,3,1,3,2,2,4,2,2,4,1,1,4,2
