"","V1","V2","V3","V4","V5","V6"
"1",1,3,2,3,2,4
"2",3,4,1,2,2,3
"3",3,1,1,3,2,1
"4",2,4,2,1,2,2
"5",4,4,3,4,2,3
"6",4,1,3,2,2,4
"7",1,2,4,4,3,1
"8",3,2,2,4,2,4
"9",4,2,4,3,1,4
"10",2,3,4,4,2,2
"11",4,1,2,1,4,3
"12",2,1,1,4,3,3
"13",3,2,3,2,3,3
"14",3,4,1,3,3,4
"15",1,1,3,4,4,4
"16",3,3,4,4,4,4
"17",1,4,3,1,3,4
"18",2,3,1,3,4,1
"19",4,4,3,3,4,1
"20",1,2,2,3,1,3
"21",4,3,4,1,2,1
"22",2,2,3,1,4,1
"23",1,4,1,4,1,2
"24",2,4,4,2,1,4
"25",4,2,1,2,1,1
"26",1,3,3,2,2,1
"27",3,3,2,2,4,2
"28",2,1,4,3,2,3
"29",4,3,2,4,1,3
"30",3,4,2,1,1,1
"31",2,2,3,3,3,2
"32",4,2,1,4,4,2
"33",3,1,4,1,4,2
"34",4,4,4,2,3,2
"35",1,1,2,2,3,1
"36",2,4,2,4,3,1
"37",3,2,4,1,3,3
"38",2,1,1,1,1,4
"39",3,1,3,4,1,1
"40",4,3,1,1,3,4
"41",1,3,1,2,4,3
"42",2,3,3,1,1,3
"43",3,3,3,3,1,2
"44",1,2,1,1,2,2
"45",1,4,4,3,4,3
"46",2,2,2,2,4,4
"47",4,1,2,3,3,2
"48",1,1,4,2,1,2
