"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",5,4,6,4,2,1,4,6,5
"2",1,1,5,2,5,5,2,2,4
"3",3,2,2,2,2,6,3,1,5
"4",3,6,3,1,6,6,2,3,1
"5",4,1,6,3,3,4,6,3,6
"6",2,4,4,4,1,6,1,2,2
"7",5,1,4,2,1,3,4,4,1
"8",6,4,4,2,4,4,5,1,2
"9",5,5,1,3,2,5,1,4,5
"10",6,1,5,6,2,2,4,2,4
"11",4,2,5,1,2,5,1,5,3
"12",6,6,3,5,2,4,2,5,2
"13",1,1,2,4,3,6,5,4,2
"14",5,3,5,4,5,4,1,6,6
"15",6,5,6,2,5,2,1,3,3
"16",4,3,4,4,6,1,3,4,2
"17",3,5,5,3,2,1,5,1,1
"18",5,3,6,4,1,5,6,1,3
"19",6,6,1,4,4,1,5,3,4
"20",3,1,1,5,1,4,3,6,4
"21",6,4,3,2,3,6,6,6,4
"22",3,5,6,5,4,6,5,4,6
"23",2,2,3,3,6,2,6,2,4
"24",2,6,4,2,3,1,2,5,6
"25",3,3,5,1,4,2,6,5,2
"26",2,2,6,3,4,3,2,6,1
"27",4,5,2,6,1,2,6,3,6
"28",4,6,2,3,1,2,4,6,2
"29",6,2,4,6,4,6,2,3,5
"30",5,2,1,1,3,1,2,2,2
"31",5,2,1,6,5,3,6,4,3
"32",1,3,2,3,3,2,1,3,5
"33",1,3,3,6,1,1,2,4,3
"34",5,6,5,1,6,3,5,4,5
"35",2,4,1,2,2,4,6,3,1
"36",4,6,4,3,5,6,4,2,4
"37",3,4,2,6,6,3,1,5,4
"38",3,6,6,5,3,3,1,2,3
"39",6,3,3,1,1,3,3,2,6
"40",1,5,2,1,4,3,4,1,3
"41",2,6,3,6,3,5,4,1,5
"42",5,3,2,5,5,5,5,2,1
"43",4,4,5,6,3,6,3,6,1
"44",2,4,5,5,5,1,3,1,5
"45",3,1,3,2,5,1,5,6,5
"46",2,2,6,6,6,4,4,3,2
"47",2,3,1,1,4,5,4,5,6
"48",4,1,3,5,4,2,1,1,1
"49",6,1,2,3,6,5,3,5,3
"50",1,5,1,4,5,2,3,5,1
"51",1,2,4,5,2,3,5,5,6
"52",4,4,1,4,6,4,2,1,6
"53",1,5,6,1,1,4,3,4,4
"54",1,5,4,5,6,5,6,6,3
