"","V1","V2","V3","V4","V5","V6"
"1",1,2,2,3,1,1
"2",2,1,2,3,2,3
"3",3,3,2,1,1,1
"4",2,3,1,3,1,3
"5",2,2,1,2,3,3
"6",2,1,3,2,3,2
"7",2,1,2,3,3,1
"8",3,3,1,2,2,2
"9",3,1,1,1,3,3
"10",1,2,1,1,1,2
"11",3,2,2,2,1,3
"12",3,3,2,3,3,2
"13",1,2,2,1,3,2
"14",2,1,1,2,1,1
"15",2,3,3,1,3,2
"16",2,3,3,3,2,1
"17",3,2,1,3,2,1
"18",1,1,1,3,2,2
"19",2,2,3,1,1,3
"20",2,2,1,1,2,1
"21",1,1,2,2,1,3
"22",1,1,3,1,2,1
"23",1,3,1,2,3,1
"24",1,3,2,1,2,3
"25",3,1,2,1,2,2
"26",1,3,3,2,1,2
"27",3,2,3,2,3,1
"28",1,2,3,3,3,3
"29",3,3,3,2,2,3
"30",3,1,3,3,1,2
