"","V1","V2","V3","V4"
"1",3,3,3,1
"2",1,2,4,1
"3",4,1,4,4
"4",4,3,3,3
"5",3,3,3,2
"6",1,1,4,3
"7",4,1,2,3
"8",2,2,3,4
"9",3,4,2,3
"10",3,1,2,4
"11",3,2,4,3
"12",3,2,1,3
"13",2,3,2,1
"14",2,1,3,3
"15",4,4,3,4
"16",4,2,4,2
"17",4,1,1,1
"18",1,4,2,3
"19",1,3,1,3
"20",3,2,2,2
"21",1,1,1,4
"22",2,4,4,2
"23",1,1,2,1
"24",2,4,3,1
"25",1,2,2,2
"26",2,1,1,2
"27",4,2,2,3
"28",2,2,1,2
"29",2,4,1,4
"30",3,3,4,4
"31",1,3,3,2
"32",1,4,4,4
"33",1,2,3,4
"34",4,4,1,2
"35",1,4,1,1
"36",4,4,4,1
"37",3,3,1,1
"38",3,4,2,2
"39",4,3,1,4
"40",4,2,3,1
"41",2,3,4,3
"42",2,3,2,4
"43",2,1,4,1
"44",3,1,3,2
